book_title,word_count,sentence_count,phrase_count_per_sentence,average_word_len,average_sentence_len,average_syllable_count,polysyll_count,grade_level
Ang Hardin Ni Balaraw,228,15,1.5625,4.907894736842105,15.2,2.0921052631578947,9,1
Ang Hardin Ni Hannah,120,18,0.0,4.466666666666667,6.666666666666667,1.8916666666666666,1,1
Ang Hardin Ni Susan,108,11,1.1666666666666667,4.694444444444445,9.818181818181818,2.064814814814815,1,1
Ang Hiniktan ni Islaw,68,11,1.0833333333333333,4.838235294117647,6.181818181818182,2.176470588235294,3,1
Ang Iring ni Ling,38,9,0.0,4.2105263157894735,4.222222222222222,1.6578947368421053,0,1
Ang Iring ni Luming,61,16,0.0,4.852459016393443,3.8125,2.0163934426229506,0,1
Ang Iro ni Pedro,88,14,0.0,4.545454545454546,6.285714285714286,2.034090909090909,0,1
Ang Itoy ni Ikoy,57,10,1.0909090909090908,4.2105263157894735,5.7,1.9298245614035088,1,1
Ang Kabaw nga si Kulas,39,8,0.0,4.358974358974359,4.875,1.8205128205128205,0,1
Ang Kabaw ni lolo,33,7,0.0,4.393939393939394,4.714285714285714,1.9393939393939394,0,1
Ang Kaka ni Katkat,23,4,0.0,4.608695652173913,5.75,1.9130434782608696,0,1
Ang Kaka ni Tata,26,5,0.0,4.076923076923077,5.2,1.8461538461538463,0,1
Ang Kaka,38,8,0.0,3.9473684210526314,4.75,1.868421052631579,0,1
Ang Kalikupan,50,14,0.0,5.4,3.5714285714285716,2.4,0,1
Ang Kalo ni Karlo,43,8,0.0,4.4186046511627906,5.375,1.9534883720930232,0,1
Ang Kama ni Mama ug Makmak,27,4,0.0,4.074074074074074,6.75,1.7037037037037037,0,1
Ang kama,30,8,0.0,3.933333333333333,3.75,1.8,0,1
Ang Kamot ni Momay,36,7,0.0,4.138888888888889,5.142857142857143,1.8055555555555556,0,1
Ang Kanding ni Karding,37,7,0.0,5.1891891891891895,5.285714285714286,2.081081081081081,0,1
Ang Kanding Ni Pedro,139,16,1.0625,4.820143884892087,8.6875,2.0863309352517985,2,1
Ang Kanta ni Anta,73,12,1.0769230769230769,4.958904109589041,6.083333333333333,2.1232876712328768,0,1
Ang kilay ni Kentoy,67,11,0.0,4.477611940298507,6.090909090909091,1.9701492537313432,0,1
Ang Kusog nga Linog,88,22,0.0,4.931818181818182,4.0,2.1136363636363638,1,1
Ang Kwarto Ko,52,14,0.0,4.8076923076923075,3.7142857142857144,2.019230769230769,0,1
Ang Langaw,52,12,0.0,4.75,4.333333333333333,1.8653846153846154,0,1
Ang Lapis ni Sedes,36,7,0.0,4.888888888888889,5.142857142857143,2.111111111111111,0,1
Ang Lima ka Baki,45,7,0.0,3.688888888888889,6.428571428571429,1.7777777777777777,0,1
Ang Lima ka Managsuon,156,20,1.6,4.9423076923076925,7.8,2.128205128205128,1,1
Ang Magtutudlo,33,7,0.0,5.333333333333333,4.714285714285714,2.3636363636363638,0,1
Ang Mama ni Tata,30,6,1.2857142857142858,4.333333333333333,5.0,1.9666666666666666,0,1
Ang Mananagat,273,20,3.380952380952381,4.677655677655678,13.65,1.8864468864468864,10,1
Ang Mangga ni Manang Mina,67,11,0.0,4.970149253731344,6.090909090909091,2.1194029850746268,1,1
Ang Mangga,48,12,1.1538461538461537,4.708333333333333,4.0,2.0,0,1
Ang Manok,33,6,0.0,4.333333333333333,5.5,1.9393939393939394,0,1
Ang Mata ni Matmat,26,5,0.0,4.5,5.2,1.8076923076923077,0,1
Ang mata,32,8,0.0,3.875,4.0,1.78125,0,1
Ang mga Bata,48,12,0.0,5.041666666666667,4.0,2.1458333333333335,0,1
Ang mga Isda,42,10,0.0,5.0,4.2,2.119047619047619,1,1
Ang mga Prutas,56,9,1.2,4.446428571428571,6.222222222222222,1.875,0,1
Ang Monyeka,56,10,0.0,5.178571428571429,5.6,2.357142857142857,1,1
Ang Ok-ok,35,7,0.0,4.3428571428571425,5.0,1.9142857142857144,0,1
Ang Panimalay,65,17,1.1111111111111112,5.769230769230769,3.823529411764706,2.476923076923077,3,1
Ang Pati ni Pipo,105,17,1.0555555555555556,4.238095238095238,6.176470588235294,1.8761904761904762,1,1
Ang Payag ni Tatay,54,5,1.3333333333333333,4.814814814814815,10.8,1.9259259259259258,1,1
Ang Plaza,65,17,1.0555555555555556,5.2,3.823529411764706,2.246153846153846,1,1
Ang Prutas,52,12,0.0,5.134615384615385,4.333333333333333,2.25,0,1
Ang Regalo,55,10,0.0,4.8545454545454545,5.5,2.2,1,1
Ang Relo ni Jelo,287,19,3.85,4.522648083623693,15.105263157894736,1.829268292682927,9,1
Ang Sakyanan,57,10,1.0909090909090908,5.684210526315789,5.7,2.3684210526315788,1,1
Ang Sapatos,87,16,1.2352941176470589,4.67816091954023,5.4375,2.1149425287356323,0,1
Ang Saya ni Ana,76,16,1.1764705882352942,4.302631578947368,4.75,1.986842105263158,0,1
Ang Saya,30,6,0.0,4.1,5.0,1.9333333333333333,0,1
Ang Sorpresa,65,11,1.1666666666666667,5.246153846153846,5.909090909090909,2.2153846153846155,0,1
Ang Tabanog ni Isko,55,9,0.0,4.909090909090909,6.111111111111111,2.1454545454545455,1,1
Ang Tabanog,53,11,0.0,4.7924528301886795,4.818181818181818,2.1132075471698113,0,1
Ang Tam-is nga Mansanas,158,24,1.7894736842105263,4.987341772151899,6.583333333333333,2.1455696202531644,2,1
Ang Tanaman ni Helen,71,12,1.1538461538461537,4.845070422535211,5.916666666666667,2.084507042253521,0,1
Ang Tasa,34,7,0.0,4.176470588235294,4.857142857142857,1.8529411764705883,0,1
Ang Tsinelas,56,9,0.0,4.892857142857143,6.222222222222222,2.125,0,1
Ang Tubig sa Gripo,56,10,0.0,4.821428571428571,5.6,2.107142857142857,0,1
Ang Tunghaan,52,11,0.0,5.538461538461538,4.7272727272727275,2.4038461538461537,1,1
Ang Unlan,26,6,0.0,4.846153846153846,4.333333333333333,1.9230769230769231,0,1
Ang Upat ka Managsuon,50,9,0.0,5.28,5.555555555555555,2.34,2,1
Ang Utanon,51,13,0.0,5.490196078431373,3.923076923076923,2.372549019607843,0,1
Ang Xylophone,76,14,0.0,5.065789473684211,5.428571428571429,2.0789473684210527,0,1
Ang Yoyo,24,7,0.0,4.208333333333333,3.4285714285714284,1.9166666666666667,0,1
Atis ug Tambis,36,7,0.0,4.694444444444445,5.142857142857143,1.9166666666666667,1,1
Baha sa Tunghaan sa Inayagan,64,18,0.0,5.21875,3.5555555555555554,2.296875,0,1
Balay ni Maya,35,7,0.0,4.485714285714286,5.0,1.9428571428571428,0,1
Barangay Ko Ampingan Ko,88,9,1.1111111111111112,4.943181818181818,9.777777777777779,2.034090909090909,0,1
Buhok ni Mila,47,8,0.0,4.297872340425532,5.875,1.851063829787234,0,1
Dagan,26,8,0.0,5.230769230769231,3.25,2.269230769230769,0,1
Duha ka Higala,67,11,1.0833333333333333,4.298507462686567,6.090909090909091,2.029850746268657,1,1
Gaihap ug Iring,278,31,2.9,4.514388489208633,8.96774193548387,1.870503597122302,9,1
Kaka ni Katkat,31,6,0.0,4.258064516129032,5.166666666666667,1.8709677419354838,0,1
Kaka,16,1,1.5,5.3125,16.0,2.625,0,1
Kaloy Mag-uuma,38,8,0.0,4.7368421052631575,4.75,2.1842105263157894,0,1
Kari na ug mulupad!,68,16,0.0,5.264705882352941,4.25,2.161764705882353,0,1
Kasinatian sa Bukid,102,11,1.0833333333333333,4.862745098039215,9.272727272727273,1.9509803921568627,1,1
Katkat Ta,26,8,0.0,4.576923076923077,3.25,1.8846153846153846,0,1
Kinabuhi sa Alibangbang,53,6,0.0,4.943396226415095,8.833333333333334,2.1132075471698113,0,1
Koko ni Osta,29,7,0.0,4.068965517241379,4.142857142857143,1.896551724137931,0,1
Magtutudlo,42,8,0.0,5.0476190476190474,5.25,2.2857142857142856,0,1
Mama sa Kama,18,2,0.0,4.666666666666667,9.0,2.2777777777777777,0,1
Mama,21,3,0.0,4.428571428571429,7.0,2.0,0,1
Mananom Kita,66,12,1.0833333333333333,5.5,5.5,2.3181818181818183,0,1
Manuroy Kita,64,12,1.1818181818181819,5.203125,5.333333333333333,2.125,0,1
Mao ni si Yoyo Som,56,6,0.0,3.9464285714285716,9.333333333333334,1.8392857142857142,0,1
Mata ni Dina,31,6,0.0,4.290322580645161,5.166666666666667,1.8709677419354838,0,1
Matmat,28,4,0.0,4.678571428571429,7.0,2.0,0,1
Mga Pangalan sa Bata,24,1,0.0,4.833333333333333,24.0,2.0,0,1
Nindot nga Ugma,67,12,0.0,5.014925373134329,5.583333333333333,2.074626865671642,0,1
Numero nga Usa hangtod Napulo,68,17,1.3333333333333333,4.838235294117647,4.0,2.2205882352941178,0,1
Paglimpyo sa Lawas,73,19,0.0,5.068493150684931,3.8421052631578947,2.1506849315068495,0,1
Pagluto,53,8,1.1111111111111112,5.452830188679245,6.625,2.30188679245283,1,1
Pamilyang Racaza,101,24,1.32,5.316831683168317,4.208333333333333,2.4257425742574257,2,1
Prutas sa Basket,39,5,0.0,4.923076923076923,7.8,1.8974358974358974,0,1
Prutas ug Gulay,56,9,0.0,4.553571428571429,6.222222222222222,1.9821428571428572,1,1
Relo ni Willy,43,13,0.0,4.953488372093023,3.3076923076923075,2.13953488372093,0,1
Sa Dagat,37,7,0.0,4.5675675675675675,5.285714285714286,1.9189189189189189,0,1
Sa Zoo,70,9,0.0,4.785714285714286,7.777777777777778,2.0428571428571427,0,1
Saya ni Mama,35,7,0.0,4.0285714285714285,5.0,1.8285714285714285,0,1
Si Balaraw,228,15,1.5625,4.907894736842105,15.2,2.0921052631578947,9,1
Si Boboy ug Dodoy,80,12,1.5454545454545454,4.9,6.666666666666667,2.0125,1,1
Si Cardo,66,11,0.0,4.5,6.0,1.9393939393939394,0,1
Si Diday,34,6,0.0,4.235294117647059,5.666666666666667,1.911764705882353,0,1
Si Kabang ug ang Puting Iring,133,14,1.6,4.443609022556391,9.5,1.8571428571428572,1,1
Si Kabang,60,10,1.0909090909090908,4.633333333333334,6.0,2.0166666666666666,0,1
Si kokoy ug Si Kakay,126,17,1.2777777777777777,4.785714285714286,7.411764705882353,2.0714285714285716,1,1
Si kokoy,126,17,1.2777777777777777,4.785714285714286,7.411764705882353,2.0714285714285716,1,1
Si Lando,108,10,1.0909090909090908,5.472222222222222,10.8,2.490740740740741,4,1
Si Leny,100,10,1.4545454545454546,4.45,10.0,1.9,0,1
Si Lolo Lito,39,7,0.0,4.512820512820513,5.571428571428571,1.9743589743589745,0,1
Si Mama og si Tamtam,25,5,0.0,4.28,5.0,1.88,0,1
Si Manang Tina,66,11,0.0,4.53030303030303,6.0,1.9545454545454546,0,1
Si Maring,47,13,0.0,5.0638297872340425,3.6153846153846154,2.1702127659574466,0,1
Si Mayde,64,11,0.0,4.65625,5.818181818181818,2.078125,0,1
Si Navy ug si Bora,48,9,0.0,4.229166666666667,5.333333333333333,1.8541666666666667,0,1
Si Nida ug Pina,31,6,0.0,3.838709677419355,5.166666666666667,1.8064516129032258,0,1
Si Nino,66,18,1.0526315789473684,4.984848484848484,3.6666666666666665,2.106060606060606,0,1
Si Ola ug Oli,38,7,0.0,3.8947368421052633,5.428571428571429,1.894736842105263,0,1
Si Osta,31,7,0.0,4.161290322580645,4.428571428571429,1.935483870967742,0,1
Si Susan,108,11,1.1666666666666667,4.694444444444445,9.818181818181818,2.064814814814815,1,1
Si Tata,35,7,0.0,4.142857142857143,5.0,1.9714285714285715,0,1
Si Tatay Marlito,73,13,1.0714285714285714,5.013698630136986,5.615384615384615,2.26027397260274,1,1
Si Trining,66,11,0.0,4.893939393939394,6.0,2.090909090909091,0,1
Si Yuko,33,7,0.0,4.090909090909091,4.714285714285714,1.9090909090909092,0,1
Suroy-Suroy sa Tamnanan,187,20,1.8,4.550802139037433,9.35,1.9893048128342246,2,1
Tagu-Tagu,58,10,0.0,4.758620689655173,5.8,2.0517241379310347,0,1
Trak ni Nino,41,10,0.0,4.512195121951219,4.1,1.975609756097561,1,1
Tumba Lata,48,13,0.0,5.104166666666667,3.6923076923076925,2.2291666666666665,0,1
Tunghaan,46,7,0.0,5.195652173913044,6.571428571428571,2.152173913043478,0,1
Unang mga Bulok,35,7,1.625,4.428571428571429,5.0,1.8571428571428572,0,1
Unlan ug Habol,31,7,0.0,4.354838709677419,4.428571428571429,1.7419354838709677,0,1
Unsa Nga Kahoy Kini,78,13,0.0,4.756410256410256,6.0,2.051282051282051,0,1
Usa ka Malipayong Adlaw sa Umahan,93,20,2.75,4.817204301075269,4.65,2.010752688172043,2,1
Vase ni Queenie,73,17,1.1111111111111112,4.657534246575342,4.294117647058823,2.136986301369863,6,1
Akong Mama ug Ako,100,16,1.0588235294117647,5.35,6.25,2.37,7,2
Ang Adlaw na Niulan og Isda,280,26,1.6818181818181819,4.575,10.76923076923077,1.9428571428571428,3,2
Ang Akong Damgo,74,13,1.0714285714285714,5.148648648648648,5.6923076923076925,2.175675675675676,2,2
Ang Akong Eskwelahan,76,5,0.0,5.328947368421052,15.2,2.25,1,2
Ang Akong Manok,77,7,1.4285714285714286,4.818181818181818,11.0,2.142857142857143,1,2
Ang Akong Mga Anak,89,10,1.2727272727272727,4.786516853932584,8.9,2.1235955056179776,2,2
Ang Akong Pamilya,199,39,1.125,5.150753768844221,5.102564102564102,2.2663316582914574,5,2
Ang Akong Suod Nga Higala,69,7,1.5,4.72463768115942,9.857142857142858,2.072463768115942,1,2
Ang Akong Tatay ug Nanay,83,10,1.2727272727272727,4.421686746987952,8.3,1.927710843373494,0,2
Ang Among Iring,82,7,1.125,4.609756097560975,11.714285714285714,1.975609756097561,2,2
Ang Among Lungsod sa Cordova,292,54,1.0909090909090908,5.445205479452055,5.407407407407407,2.297945205479452,10,2
Ang Baha sa Siyudad,101,21,0.0,4.673267326732673,4.809523809523809,2.01980198019802,0,2
Ang Baha,129,27,1.0357142857142858,5.015503875968992,4.777777777777778,2.108527131782946,3,2
Ang Barangay Kalipay,129,25,1.1153846153846154,4.852713178294573,5.16,2.10077519379845,3,2
Ang Bata,58,5,1.6666666666666667,4.879310344827586,11.6,2.0,0,2
Ang Batang Bayani,166,34,0.0,5.024096385542169,4.882352941176471,2.174698795180723,6,2
Ang Batang Kugihan,201,40,0.0,5.477611940298507,5.025,2.3233830845771144,10,2
Ang Batang Maldito,124,25,0.0,4.741935483870968,4.96,2.1370967741935485,1,2
Ang Butang na Nalimtan,61,15,0.0,5.409836065573771,4.066666666666666,2.3278688524590163,0,2
Ang Computer,122,22,0.0,5.032786885245901,5.545454545454546,2.278688524590164,2,2
Ang Dag-om sa Kalangitan,337,30,2.7,4.893175074183977,11.233333333333333,1.9940652818991098,13,2
Ang Dako ug Balhibuong Khyaa,169,25,2.75,4.355029585798817,6.76,1.8698224852071006,4,2
Ang Inahan,58,5,1.5,4.862068965517241,11.6,2.1551724137931036,0,2
Ang Iro ni Miro,68,11,1.0833333333333333,4.647058823529412,6.181818181818182,2.161764705882353,0,2
Ang Kabaw sa Bukid,85,17,0.0,4.576470588235294,5.0,1.988235294117647,0,2
Ang Kinabuhi ni Edwards,129,25,1.0384615384615385,4.937984496124031,5.16,2.108527131782946,1,2
Ang Klasmet kong Buta,73,11,0.0,4.52054794520548,6.636363636363637,1.9452054794520548,1,2
Ang Langub sa Igutan,110,16,1.2352941176470589,5.1454545454545455,6.875,2.2454545454545456,4,2
Ang Lapis,96,12,1.3846153846153846,4.760416666666667,8.0,2.0625,2,2
Ang Makililimos,115,19,1.2,5.443478260869565,6.052631578947368,2.4521739130434783,8,2
Ang Managhigalang Alibangbang,172,16,1.8235294117647058,5.290697674418604,10.75,2.203488372093023,10,2
Ang Mga Hayop sa Bukid,118,73,1.0555555555555556,4.906779661016949,1.6164383561643836,2.194915254237288,2,2
Ang mga kahoy,133,22,0.0,4.69172932330827,6.045454545454546,1.962406015037594,0,2
Ang mga Magulang ug Manghud nga,115,12,1.1538461538461537,4.408695652173913,9.583333333333334,1.7478260869565216,2,2
Ang Ngipon ni Nilo,305,61,1.3333333333333333,4.950819672131147,5.0,2.121311475409836,4,2
Ang Pag-apil ni Sutiha sa Lalumba sang Karang,302,37,1.4230769230769231,4.735099337748345,8.162162162162161,2.0728476821192054,10,2
Ang Pagkiay ni Ikay,121,17,0.0,4.991735537190083,7.117647058823529,2.1322314049586777,1,2
Ang Pagluwas sa Kinaiyahan,306,56,1.0175438596491229,5.401960784313726,5.464285714285714,2.2745098039215685,22,2
Ang Pagsisipilyo Dili Sadya,694,100,1.5185185185185186,4.7982708933717575,6.94,2.027377521613833,10,2
Ang Pamilya Villa,64,11,1.0833333333333333,4.96875,5.818181818181818,2.109375,0,2
Ang Panahon,91,18,0.0,4.9010989010989015,5.055555555555555,2.1538461538461537,0,2
Ang Panganod nga Basura,885,90,1.356164383561644,4.935593220338983,9.833333333333334,2.1107344632768363,24,2
Ang Prinsipe ug ang Tigre,460,74,1.3269230769230769,4.654347826086957,6.216216216216216,1.9565217391304348,5,2
Ang punuan sa kumpang,160,26,0.0,4.91875,6.153846153846154,2.00625,0,2
Ang Regalo ni Lito ug Selo,140,23,1.0869565217391304,4.9071428571428575,6.086956521739131,2.1,2,2
Ang regalong relo,373,37,2.2972972972972974,4.597855227882038,10.08108108108108,1.839142091152815,11,2
Ang Sista ni Tatay,71,9,1.2,4.887323943661972,7.888888888888889,2.0704225352112675,0,2
Ang Sudlay ni Pipay,49,6,0.0,4.714285714285714,8.166666666666666,1.9591836734693877,0,2
Ang Sulod sa Libro,324,37,1.608695652173913,4.388888888888889,8.756756756756756,1.9351851851851851,4,2
Ang Sulondon nga Bata,170,30,1.032258064516129,5.305882352941176,5.666666666666667,2.3176470588235296,9,2
Ang Sulti ni Nanay,201,38,1.0526315789473684,5.253731343283582,5.2894736842105265,2.1492537313432836,10,2
Ang Suod nga Managhigala,175,31,1.03125,5.257142857142857,5.645161290322581,2.32,15,2
Ang Tinubdan,85,15,1.125,5.129411764705883,5.666666666666667,2.223529411764706,2,2
Ang Trabahanteng Olmigas,73,8,1.1111111111111112,5.2465753424657535,9.125,2.26027397260274,2,2
Ang Tuna ug ang Pula nga Lumot,924,79,1.7457627118644068,4.35064935064935,11.69620253164557,1.8474025974025974,14,2
Ang Una Na Operasyon ni Dr Sokha,1035,102,1.5348837209302326,4.57487922705314,10.147058823529411,1.9516908212560387,9,2
Ang Unlan ni Nanay,66,11,0.0,4.590909090909091,6.0,1.8636363636363635,0,2
Ang Upat ka Hayop,124,21,1.0952380952380953,4.717741935483871,5.904761904761905,2.1370967741935485,3,2
Ang Valentines Card,384,39,2.35,4.776041666666667,9.846153846153847,1.9401041666666667,9,2
Ang Wati,247,52,1.1304347826086956,4.631578947368421,4.75,1.9797570850202428,2,2
Ayaw Patinguga ang Kampana,294,34,2.1052631578947367,4.704081632653061,8.647058823529411,2.0170068027210886,4,2
Baryo Rosas,432,30,1.3225806451612903,4.710648148148148,14.4,1.9560185185185186,4,2
Basketbol,59,6,0.0,5.033898305084746,9.833333333333334,2.1016949152542375,0,2
Cilly Cellphone,195,56,0.0,4.3076923076923075,3.482142857142857,1.8256410256410256,1,2
Computer,127,18,1.1578947368421053,4.960629921259843,7.055555555555555,2.1181102362204722,1,2
Eskwelahan,81,16,1.0588235294117647,5.8765432098765435,5.0625,2.4814814814814814,2,2
Gutom Kaayo Ko,171,17,3.625,4.7368421052631575,10.058823529411764,2.210526315789474,7,2
Himsog nga Lawas,63,7,0.0,5.857142857142857,9.0,2.3492063492063493,4,2
Hoy Makaw,121,20,1.375,4.776859504132231,6.05,1.9421487603305785,1,2
Importante ang Gatas,315,29,2.5517241379310347,4.603174603174603,10.862068965517242,1.8476190476190477,9,2
Kaya Sad na ni Duma,177,40,1.2222222222222223,4.135593220338983,4.425,1.8644067796610169,5,2
Kinsa ang Mahimo Nakong Maestro sa Abri-klase,140,23,1.3571428571428572,5.578571428571428,6.086956521739131,2.3642857142857143,7,2
Lights Camera Action,1053,97,1.646153846153846,5.134852801519468,10.855670103092784,2.2393162393162394,66,2
Maanindot nga Kamot,181,32,0.0,5.088397790055248,5.65625,2.1878453038674035,7,2
Manong Puso,285,56,1.4390243902439024,5.098245614035088,5.089285714285714,2.263157894736842,21,2
Mga Bituon,101,17,0.0,5.257425742574258,5.9411764705882355,2.227722772277228,2,2
Nangutana ang Magtutudlo,96,8,1.4444444444444444,4.854166666666667,12.0,2.0625,2,2
Oras Na,93,17,1.0588235294117647,4.806451612903226,5.470588235294118,2.129032258064516,0,2
Pagdali-dali sa mga Drayber,163,35,1.25,5.325153374233129,4.6571428571428575,2.098159509202454,4,2
Pagligid,94,17,0.0,4.691489361702128,5.529411764705882,2.021276595744681,0,2
Pagsuroy-suroy sa Zoo,115,19,0.0,4.756521739130434,6.052631578947368,2.0521739130434784,5,2
Sa Among Bukid,100,20,1.1428571428571428,5.09,5.0,2.13,2,2
Sa Merkado,99,16,1.1666666666666667,4.5353535353535355,6.1875,2.0505050505050506,0,2
Sakong Mga Kamot,85,12,2.0,4.2823529411764705,7.083333333333333,1.9294117647058824,0,2
Si Baboy,234,44,1.15,5.02991452991453,5.318181818181818,2.1623931623931623,9,2
Si Bantay ug Iyang Amigo,57,5,1.1666666666666667,4.43859649122807,11.4,2.0,0,2
Si Benny ug si Betty,319,63,1.0161290322580645,4.733542319749216,5.063492063492063,2.043887147335423,3,2
Si Chisay,53,7,0.0,4.9245283018867925,7.571428571428571,2.169811320754717,0,2
Si Dexter,160,29,1.0357142857142858,4.66875,5.517241379310345,1.94375,1,2
Si Jojo,155,36,1.1428571428571428,4.832258064516129,4.305555555555555,2.0258064516129033,5,2
Si Kaba-kabaGuryon ug Maya,239,46,1.1818181818181819,4.933054393305439,5.195652173913044,2.1799163179916317,4,2
Si Ken ug Si Sandy,270,53,1.0740740740740742,4.844444444444444,5.09433962264151,2.0814814814814815,4,2
Si Lalu ang Kuwago,106,9,1.2,4.754716981132075,11.777777777777779,1.9811320754716981,3,2
Si Lito,93,11,1.1666666666666667,4.741935483870968,8.454545454545455,2.086021505376344,3,2
Si Nikko og ang nating baka,384,36,2.27027027027027,4.572916666666667,10.666666666666666,1.8880208333333333,10,2
Si Pila ug Pilo Koneho,128,24,1.04,4.78125,5.333333333333333,2.125,0,2
Si Susing Kanding,159,29,1.0666666666666667,4.918238993710692,5.482758620689655,2.0251572327044025,2,2
Si Zeny ug Bogi,85,17,1.1111111111111112,3.9058823529411764,5.0,1.7529411764705882,0,2
Unsay naa sa Aninipot,212,23,1.3333333333333333,4.6745283018867925,9.217391304347826,1.971698113207547,4,2
Usa ka Batang Babaye na Nagtubo,96,4,1.4,4.854166666666667,24.0,2.1666666666666665,1,2
Ang Atup nga Hardin,529,48,1.55,4.5160680529300565,11.020833333333334,1.9357277882797732,6,3
Ang Bag ong Silingan ni Sambag,445,43,1.4594594594594594,4.725842696629213,10.348837209302326,2.0089887640449438,12,3
Ang Bala ni Nonoy,126,24,1.12,4.626984126984127,5.25,1.992063492063492,3,3
Ang Bandila sa Pilipinas,255,18,1.7894736842105263,4.874509803921568,14.166666666666666,2.0823529411764707,3,3
Ang Buangon nga Manok,811,71,2.4047619047619047,4.789149198520345,11.422535211267606,2.032059186189889,18,3
Ang Bulan ug ang Kalo,222,22,1.4285714285714286,4.594594594594595,10.090909090909092,1.9639639639639639,3,3
Ang Daku nga Panghunuhuna ni Darshana,998,88,1.542857142857143,4.722444889779559,11.340909090909092,1.9809619238476954,26,3
Ang Damgu,138,13,1.25,4.543478260869565,10.615384615384615,1.934782608695652,2,3
Ang Dollhouse,550,76,1.3725490196078431,4.750909090909091,7.2368421052631575,2.018181818181818,8,3
Ang Elepante sa Akong Balay,445,43,1.3846153846153846,4.658426966292135,10.348837209302326,2.040449438202247,8,3
Ang Espesyal nga Dram,244,56,1.2083333333333333,4.655737704918033,4.357142857142857,1.9098360655737705,3,3
Ang Galutaw nga Tanaman,563,65,1.3396226415094339,4.801065719360569,8.661538461538461,2.0373001776198936,3,3
Ang Gamay nga Uwak,187,11,1.3333333333333333,4.540106951871658,17.0,1.9304812834224598,0,3
Ang Go Bag ni Buboy,211,19,1.3125,4.644549763033176,11.105263157894736,1.872037914691943,8,3
Ang Gusto ni Unni,682,83,1.4827586206896552,4.560117302052786,8.216867469879517,1.9516129032258065,14,3
Ang Higante nga Bentelador,432,38,2.269230769230769,4.826388888888889,11.368421052631579,2.0185185185185186,13,3
Ang Humanitarian,416,30,1.8214285714285714,4.766826923076923,13.866666666666667,2.0096153846153846,15,3
Ang Ilaga ug Baki nang itag Mangga,200,18,1.9333333333333333,4.56,11.11111111111111,2.015,4,3
Ang Iro ni Dennis,176,33,1.0294117647058822,4.732954545454546,5.333333333333333,1.9772727272727273,1,3
Ang Isog nga Langgam,442,30,1.5333333333333334,4.619909502262443,14.733333333333333,1.9660633484162895,2,3
Ang Kahayag sa Buwan,105,13,1.0714285714285714,5.190476190476191,8.076923076923077,2.2,5,3
