book_title,word_count,sentence_count,phrase_count_per_sentence,average_word_len,average_sentence_len,average_syllable_count,polysyll_count,consonant_cluster_density,v_density,cv_density,vc_density,cvc_density,vcc_density,cvcc_density,ccvc_density,ccv_density,ccvcc_density,ccvccc_density,tagalog_bigram_sim,bikol_bigram_sim,cebuano_bigram_sim,tagalog_trigram_sim,bikol_trigram_sim,cebuano_trigam_sim,grade_level
Ang Kaka ni Tata,26,5,0,4.076923077,5.2,1.846153846,0,0.346153846,1.846153846,1.5,1.153846154,0.692307692,0.269230769,0.076923077,0.115384615,0.153846154,0.038461538,0,0.775,0.75,0.8,0.363636364,0.327272727,0.4,1
Ang Kaka,38,8,0,3.947368421,4.75,1.868421053,0,0.131578947,1.868421053,1.631578947,1.078947368,0.657894737,0.105263158,0.026315789,0.026315789,0.026315789,0,0,0.696428571,0.660714286,0.723214286,0.263157895,0.184210526,0.210526316,1
Ang Kalikupan,50,14,0,5.4,3.571428571,2.4,0,0.34,2.4,2.04,1.82,0.96,0.34,0.24,0.1,0.18,0.02,0,0.675799087,0.652968037,0.698630137,0.189349112,0.224852071,0.272189349,1
Ang Kalo ni Karlo,43,8,0,4.418604651,5.375,1.953488372,0,0.325581395,1.953488372,1.813953488,1.209302326,0.837209302,0.279069767,0.23255814,0.11627907,0.255813953,0.023255814,0,0.56462585,0.619047619,0.598639456,0.133333333,0.114285714,0.161904762,1
Ang Kama ni Mama ug Makmak,27,4,0,4.074074074,6.75,1.703703704,0,0.407407407,1.703703704,1.481481481,1.148148148,0.777777778,0.333333333,0.185185185,0.222222222,0.259259259,0.037037037,0,0.746987952,0.734939759,0.78313253,0.280701754,0.263157895,0.333333333,1
Ang kama,30,8,0,3.933333333,3.75,1.8,0,0.3,1.8,1.466666667,1.066666667,0.666666667,0.3,0.1,0.033333333,0.066666667,0,0,0.795454545,0.772727273,0.818181818,0.355932203,0.355932203,0.389830508,1
Ang Kamot ni Momay,36,7,0,4.138888889,5.142857143,1.805555556,0,0.222222222,1.805555556,1.444444444,1.25,0.583333333,0.194444444,0.083333333,0.027777778,0.083333333,0.027777778,0.027777778,0.5625,0.5625,0.669642857,0.157894737,0.118421053,0.144736842,1
Ang Kanding ni Karding,37,7,0,5.189189189,5.285714286,2.081081081,0,0.621621622,2.081081081,1.72972973,1.675675676,1.108108108,0.594594595,0.324324324,0.351351351,0.378378378,0.189189189,0,0.688311688,0.642857143,0.681818182,0.279661017,0.228813559,0.313559322,1
Ang Kanding Ni Pedro,139,16,1.0625,4.820143885,8.6875,2.086330935,2,0.45323741,2.086330935,1.798561151,1.467625899,0.899280576,0.374100719,0.258992806,0.158273381,0.316546763,0.050359712,0,0.700757576,0.700757576,0.729166667,0.302564103,0.246153846,0.320512821,1
Ang Kanta ni Anta,73,12,1.076923077,4.95890411,6.083333333,2.123287671,0,0.493150685,2.123287671,1.863013699,1.506849315,0.904109589,0.424657534,0.342465753,0.191780822,0.356164384,0.04109589,0,0.717770035,0.700348432,0.763066202,0.317757009,0.289719626,0.364485981,1
Ang kilay ni Kentoy,67,11,0,4.47761194,6.090909091,1.970149254,0,0.358208955,1.970149254,1.701492537,1.313432836,0.850746269,0.328358209,0.223880597,0.194029851,0.23880597,0.014925373,0,0.626609442,0.545064378,0.618025751,0.25,0.202380952,0.273809524,1
Ang Kusog nga Linog,88,22,0,4.931818182,4,2.113636364,1,0.465909091,2.113636364,1.806818182,1.568181818,0.897727273,0.397727273,0.215909091,0.147727273,0.306818182,0.034090909,0,0.659883721,0.645348837,0.677325581,0.231372549,0.235294118,0.28627451,1
Ang Kwarto Ko,52,14,0,4.807692308,3.714285714,2.019230769,0,0.519230769,2.019230769,1.75,1.461538462,0.903846154,0.423076923,0.269230769,0.269230769,0.384615385,0.096153846,0,0.641414141,0.606060606,0.651515152,0.136986301,0.164383562,0.226027397,1
Ang Langaw,52,12,0,4.75,4.333333333,1.865384615,0,0.461538462,1.865384615,1.692307692,1.576923077,1,0.423076923,0.25,0.211538462,0.25,0.019230769,0,0.794871795,0.794871795,0.830769231,0.388888889,0.354166667,0.409722222,1
Ang Lapis ni Sedes,36,7,0,4.888888889,5.142857143,2.111111111,0,0.222222222,2.111111111,1.888888889,1.666666667,0.861111111,0.194444444,0.138888889,0.055555556,0.111111111,0.055555556,0,0.618705036,0.575539568,0.611510791,0.174757282,0.13592233,0.242718447,1
Ang Lima ka Baki,45,7,0,3.688888889,6.428571429,1.777777778,0,0.133333333,1.777777778,1.577777778,0.888888889,0.622222222,0.088888889,0.044444444,0.044444444,0.066666667,0.022222222,0.022222222,0.727272727,0.661157025,0.752066116,0.25974026,0.142857143,0.285714286,1
Ang Lima ka Managsuon,156,20,1.6,4.942307692,7.8,2.128205128,1,0.493589744,2.128205128,1.769230769,1.544871795,0.884615385,0.467948718,0.288461538,0.198717949,0.294871795,0.057692308,0.006410256,0.725779967,0.699507389,0.747126437,0.321428571,0.296875,0.334821429,1
Ang Magtutudlo,33,7,0,5.333333333,4.714285714,2.363636364,0,0.454545455,2.363636364,2.090909091,1.727272727,1.060606061,0.424242424,0.333333333,0.212121212,0.333333333,0.060606061,0,0.601398601,0.601398601,0.622377622,0.238938053,0.194690265,0.265486726,1
Ang Mama ni Tata,30,6,1.285714286,4.333333333,5,1.966666667,0,0.266666667,1.966666667,1.766666667,1.2,0.833333333,0.233333333,0.133333333,0.1,0.133333333,0.033333333,0,0.66,0.63,0.7,0.267605634,0.267605634,0.281690141,1
Ang Mananagat,273,20,3.380952381,4.677655678,13.65,1.886446886,10,0.659340659,1.886446886,1.366300366,1.41025641,0.717948718,0.457875458,0.282051282,0.234432234,0.399267399,0.073260073,0.036630037,0.47734139,0.500503525,0.483383686,0.141304348,0.171195652,0.14673913,1
Ang Mangga ni Manang Mina,67,11,0,4.970149254,6.090909091,2.119402985,1,0.447761194,2.119402985,1.850746269,1.52238806,0.955223881,0.402985075,0.313432836,0.194029851,0.328358209,0.014925373,0,0.676691729,0.657894737,0.691729323,0.3,0.265,0.345,1
Ang Mangga,48,12,1.153846154,4.708333333,4,2,0,0.4375,2,1.645833333,1.458333333,0.833333333,0.354166667,0.1875,0.125,0.25,0.041666667,0,0.657303371,0.601123596,0.668539326,0.251908397,0.20610687,0.297709924,1
Ang Manok,33,6,0,4.333333333,5.5,1.939393939,0,0.181818182,1.939393939,1.636363636,1.393939394,0.727272727,0.121212121,0.03030303,0.03030303,0.060606061,0,0,0.609090909,0.554545455,0.654545455,0.215189873,0.215189873,0.253164557,1
Ang Mata ni Matmat,26,5,0,4.5,5.2,1.807692308,0,0.538461538,1.807692308,1.615384615,1.269230769,0.961538462,0.461538462,0.269230769,0.269230769,0.346153846,0.038461538,0,0.67032967,0.659340659,0.692307692,0.212121212,0.196969697,0.242424242,1
Ang mata,32,8,0,3.875,4,1.78125,0,0.28125,1.78125,1.46875,1.03125,0.65625,0.28125,0.09375,0.03125,0.0625,0,0,0.77173913,0.77173913,0.804347826,0.327868852,0.344262295,0.37704918,1
Ang mga Bata,48,12,0,5.041666667,4,2.145833333,0,0.5625,2.145833333,1.8125,1.4375,0.833333333,0.479166667,0.291666667,0.1875,0.4375,0.104166667,0.041666667,0.530927835,0.582474227,0.572164948,0.178082192,0.178082192,0.184931507,1
Ang mga Isda,42,10,0,5,4.2,2.119047619,1,0.5,2.119047619,1.69047619,1.571428571,0.785714286,0.404761905,0.19047619,0.142857143,0.357142857,0.071428571,0,0.654320988,0.672839506,0.685185185,0.284482759,0.232758621,0.301724138,1
Ang mga Prutas,56,9,1.2,4.446428571,6.222222222,1.875,0,0.428571429,1.875,1.535714286,1.392857143,0.75,0.25,0.142857143,0.196428571,0.285714286,0,0,0.621761658,0.647668394,0.683937824,0.178571429,0.178571429,0.214285714,1
Ang Monyeka,56,10,0,5.178571429,5.6,2.357142857,1,0.321428571,2.357142857,2.017857143,1.714285714,1.017857143,0.285714286,0.232142857,0.142857143,0.178571429,0.017857143,0,0.669527897,0.656652361,0.699570815,0.278409091,0.25,0.369318182,1
Ang Ok-ok,35,7,0,4.342857143,5,1.914285714,0,0.4,1.914285714,1.457142857,1.342857143,0.685714286,0.257142857,0.085714286,0.114285714,0.257142857,0.028571429,0,0.582608696,0.591304348,0.626086957,0.227848101,0.17721519,0.253164557,1
Ang Panimalay,65,17,1.111111111,5.769230769,3.823529412,2.476923077,3,0.4,2.476923077,2.261538462,2.015384615,1.230769231,0.4,0.307692308,0.2,0.261538462,0.015384615,0,0.696774194,0.661290323,0.709677419,0.24796748,0.215447154,0.256097561,1
Ang Pati ni Pipo,105,17,1.055555556,4.238095238,6.176470588,1.876190476,1,0.323809524,1.876190476,1.59047619,1.219047619,0.723809524,0.295238095,0.142857143,0.123809524,0.228571429,0.028571429,0,0.592920354,0.592920354,0.604719764,0.1875,0.195833333,0.204166667,1
Ang Payag ni Tatay,54,5,1.333333333,4.814814815,10.8,1.925925926,1,0.407407407,1.925925926,1.703703704,1.574074074,0.925925926,0.333333333,0.240740741,0.166666667,0.259259259,0.037037037,0,0.616504854,0.597087379,0.640776699,0.189542484,0.163398693,0.183006536,1
Ang Plaza,65,17,1.055555556,5.2,3.823529412,2.246153846,1,0.476923077,2.246153846,1.830769231,1.723076923,0.953846154,0.384615385,0.230769231,0.230769231,0.292307692,0.061538462,0,0.625925926,0.659259259,0.662962963,0.215686275,0.200980392,0.274509804,1
Ang Prutas,52,12,0,5.134615385,4.333333333,2.25,0,0.326923077,2.25,2.019230769,1.653846154,1,0.211538462,0.153846154,0.173076923,0.25,0,0,0.663551402,0.635514019,0.682242991,0.217391304,0.198757764,0.291925466,1
Ang Regalo,55,10,0,4.854545455,5.5,2.2,1,0.345454545,2.2,1.963636364,1.436363636,0.872727273,0.309090909,0.218181818,0.090909091,0.218181818,0.018181818,0,0.712264151,0.688679245,0.731132075,0.242038217,0.210191083,0.343949045,1
Ang Relo ni Jelo,287,19,3.85,4.522648084,15.10526316,1.829268293,9,0.616724739,1.829268293,1.393728223,1.278745645,0.721254355,0.428571429,0.264808362,0.240418118,0.379790941,0.087108014,0.034843206,0.391217565,0.419161677,0.405189621,0.084468665,0.123978202,0.099455041,1
Ang Sakyanan,57,10,1.090909091,5.684210526,5.7,2.368421053,1,0.49122807,2.368421053,2.105263158,2.01754386,1.087719298,0.385964912,0.280701754,0.263157895,0.421052632,0.01754386,0,0.718045113,0.763157895,0.751879699,0.307692308,0.288461538,0.331730769,1
Ang Sapatos,87,16,1.235294118,4.67816092,5.4375,2.114942529,0,0.264367816,2.114942529,1.770114943,1.574712644,0.885057471,0.24137931,0.149425287,0.08045977,0.137931034,0,0,0.738170347,0.690851735,0.757097792,0.324675325,0.285714286,0.333333333,1
Ang Saya ni Ana,76,16,1.176470588,4.302631579,4.75,1.986842105,0,0.263157895,1.986842105,1.644736842,1.355263158,0.763157895,0.223684211,0.118421053,0.078947368,0.131578947,0,0,0.730923695,0.730923695,0.763052209,0.331395349,0.255813953,0.343023256,1
Ang Saya,30,6,0,4.1,5,1.933333333,0,0.233333333,1.933333333,1.633333333,1.133333333,0.666666667,0.233333333,0.1,0.066666667,0.066666667,0,0,0.741935484,0.741935484,0.76344086,0.365079365,0.111111111,0.158730159,1
Ang Sorpresa,65,11,1.166666667,5.246153846,5.909090909,2.215384615,0,0.461538462,2.215384615,1.938461538,1.723076923,1.046153846,0.446153846,0.323076923,0.169230769,0.230769231,0.030769231,0.030769231,0.713235294,0.724264706,0.742647059,0.308823529,0.245098039,0.328431373,1
Ang Tabanog ni Isko,55,9,0,4.909090909,6.111111111,2.145454545,1,0.4,2.145454545,1.836363636,1.6,0.909090909,0.381818182,0.218181818,0.127272727,0.236363636,0.018181818,0.018181818,0.661971831,0.65258216,0.676056338,0.25477707,0.27388535,0.337579618,1
Ang Tabanog,53,11,0,4.79245283,4.818181818,2.113207547,0,0.245283019,2.113207547,1.867924528,1.566037736,0.886792453,0.20754717,0.150943396,0.075471698,0.113207547,0,0,0.631840796,0.641791045,0.656716418,0.208053691,0.308724832,0.322147651,1
Ang Tam-is nga Mansanas,158,24,1.789473684,4.987341772,6.583333333,2.14556962,2,0.518987342,2.14556962,1.778481013,1.481012658,0.841772152,0.436708861,0.265822785,0.259493671,0.398734177,0.050632911,0.012658228,0.668316832,0.666666667,0.678217822,0.325471698,0.273584906,0.391509434,1
Ang Tanaman ni Helen,71,12,1.153846154,4.845070423,5.916666667,2.084507042,0,0.352112676,2.084507042,1.830985915,1.605633803,0.929577465,0.281690141,0.183098592,0.169014085,0.23943662,0.014084507,0,0.600732601,0.615384615,0.644688645,0.225490196,0.240196078,0.318627451,1
Ang Tasa,34,7,0,4.176470588,4.857142857,1.852941176,0,0.352941176,1.852941176,1.588235294,1.147058824,0.735294118,0.235294118,0.058823529,0.117647059,0.176470588,0,0,0.685185185,0.694444444,0.740740741,0.306666667,0.213333333,0.266666667,1
Ang Tsinelas,56,9,0,4.892857143,6.222222222,2.125,0,0.303571429,2.125,1.821428571,1.625,0.910714286,0.25,0.214285714,0.125,0.178571429,0.017857143,0.017857143,0.612903226,0.566820276,0.631336406,0.180124224,0.161490683,0.223602484,1
Ang Tubig sa Gripo,56,10,0,4.821428571,5.6,2.107142857,0,0.375,2.107142857,1.767857143,1.571428571,0.821428571,0.303571429,0.125,0.196428571,0.196428571,0.017857143,0,0.593457944,0.588785047,0.570093458,0.183544304,0.196202532,0.253164557,1
Ang Tunghaan,52,11,0,5.538461538,4.727272727,2.403846154,1,0.442307692,2.403846154,2.173076923,1.730769231,1.057692308,0.423076923,0.384615385,0.153846154,0.307692308,0,0,0.682403433,0.643776824,0.690987124,0.184357542,0.17877095,0.223463687,1
Ang Unlan,26,6,0,4.846153846,4.333333333,1.923076923,0,0.615384615,1.923076923,1.5,1.692307692,0.923076923,0.615384615,0.269230769,0.346153846,0.346153846,0,0,0.7,0.69,0.71,0.256756757,0.216216216,0.27027027,1
Ang Upat ka Managsuon,50,9,0,5.28,5.555555556,2.34,2,0.4,2.34,1.94,1.78,0.86,0.36,0.24,0.1,0.2,0.02,0.02,0.699530516,0.680751174,0.713615023,0.294478528,0.245398773,0.331288344,1
Ang Utanon,51,13,0,5.490196078,3.923076923,2.37254902,0,0.431372549,2.37254902,2.019607843,1.901960784,1.039215686,0.411764706,0.254901961,0.137254902,0.235294118,0.058823529,0,0.691964286,0.669642857,0.714285714,0.24260355,0.236686391,0.307692308,1
Ang Xylophone,76,14,0,5.065789474,5.428571429,2.078947368,0,0.513157895,2.078947368,1.907894737,1.460526316,1.013157895,0.421052632,0.302631579,0.236842105,0.381578947,0.118421053,0,0.573770492,0.603278689,0.590163934,0.211453744,0.220264317,0.233480176,1
Ang Yoyo,24,7,0,4.208333333,3.428571429,1.916666667,0,0.25,1.916666667,1.625,1.166666667,0.708333333,0.25,0.125,0.083333333,0.083333333,0,0,0.61038961,0.506493506,0.636363636,0.148148148,0.148148148,0.222222222,1
Atis ug Tambis,36,7,0,4.694444444,5.142857143,1.916666667,1,0.5,1.916666667,1.472222222,1.638888889,0.944444444,0.472222222,0.25,0.25,0.305555556,0,0,0.638461538,0.646153846,0.546153846,0.097826087,0.130434783,0.119565217,1
Baha sa Tunghaan sa Inayagan,64,18,0,5.21875,3.555555556,2.296875,0,0.390625,2.296875,1.90625,1.578125,0.90625,0.359375,0.25,0.140625,0.28125,0.03125,0.015625,0.62962963,0.618518519,0.640740741,0.160194175,0.13592233,0.22815534,1
Balay ni Maya,35,7,0,4.485714286,5,1.942857143,0,0.285714286,1.942857143,1.742857143,1.4,0.942857143,0.228571429,0.142857143,0.2,0.2,0,0,0.685950413,0.644628099,0.719008264,0.24137931,0.229885057,0.287356322,1
Barangay Ko Ampingan Ko,88,9,1.111111111,4.943181818,9.777777778,2.034090909,0,0.488636364,2.034090909,1.818181818,1.545454545,0.931818182,0.340909091,0.272727273,0.181818182,0.352272727,0.011363636,0,0.765217391,0.753623188,0.791304348,0.37890625,0.375,0.43359375,1
Buhok ni Mila,47,8,0,4.29787234,5.875,1.85106383,0,0.29787234,1.85106383,1.468085106,1.319148936,0.659574468,0.191489362,0.170212766,0.085106383,0.212765957,0.021276596,0.021276596,0.470967742,0.458064516,0.535483871,0.190909091,0.190909091,0.190909091,1
