book_title,tagalog_bigram_sim,bikol_bigram_sim,cebuano_bigram_sim,tagalog_trigram_sim,bikol_trigram_sim,cebuano_trigam_sim,grade_level
Ang Kusog nga Linog,0.6395348837209303,0.6191860465116279,0.6598837209302325,0.5568627450980392,0.5058823529411764,0.6392156862745098,1
Ang Kwarto Ko,0.6212121212121212,0.5808080808080808,0.6111111111111112,0.4520547945205479,0.4452054794520548,0.5684931506849316,1
Ang Langaw,0.7897435897435897,0.7692307692307693,0.8051282051282052,0.7222222222222222,0.5694444444444444,0.7708333333333334,1
Ang Lapis ni Sedes,0.6115107913669064,0.5323741007194245,0.5899280575539568,0.5436893203883495,0.3883495145631068,0.6116504854368932,1
Ang Lima ka Baki,0.6694214876033058,0.6528925619834711,0.7272727272727273,0.5844155844155844,0.4805194805194805,0.6233766233766234,1
Ang Lima ka Managsuon,0.7208538587848933,0.6814449917898193,0.7093596059113301,0.7008928571428571,0.6183035714285714,0.7388392857142857,1
Ang Magtutudlo,0.6013986013986014,0.5664335664335665,0.5874125874125874,0.5752212389380531,0.504424778761062,0.672566371681416,1
Ang Mama ni Tata,0.64,0.61,0.64,0.6056338028169014,0.49295774647887325,0.7323943661971831,1
Ang Mananagat,0.46727089627391744,0.45417925478348437,0.4602215508559919,0.38858695652173914,0.43342391304347827,0.4483695652173913,1
Ang Mangga ni Manang Mina,0.6654135338345865,0.6165413533834586,0.6466165413533834,0.655,0.55,0.725,1
Ang Mangga,0.651685393258427,0.5561797752808989,0.651685393258427,0.5877862595419847,0.5114503816793893,0.7099236641221374,1
Ang Manok,0.6,0.5454545454545454,0.6272727272727273,0.45569620253164556,0.43037974683544306,0.6455696202531646,1
Ang Mata ni Matmat,0.6703296703296703,0.6593406593406593,0.6703296703296703,0.5454545454545454,0.5151515151515151,0.6363636363636364,1
Ang mata,0.7608695652173914,0.7608695652173914,0.7717391304347826,0.639344262295082,0.6557377049180327,0.8032786885245902,1
Ang mga Bata,0.5257731958762887,0.5463917525773195,0.5463917525773195,0.4726027397260274,0.4178082191780822,0.5684931506849316,1
Ang mga Isda,0.6481481481481481,0.6481481481481481,0.654320987654321,0.5517241379310345,0.5344827586206896,0.7758620689655172,1
Ang mga Prutas,0.6113989637305699,0.6269430051813472,0.6528497409326425,0.4642857142857143,0.44285714285714284,0.6642857142857143,1
Ang Monyeka,0.6523605150214592,0.5965665236051502,0.648068669527897,0.625,0.5965909090909091,0.7272727272727273,1
Ang Ok-ok,0.5826086956521739,0.5478260869565217,0.5652173913043478,0.5189873417721519,0.4936708860759494,0.7088607594936709,1
Ang Panimalay,0.6903225806451613,0.6258064516129033,0.6645161290322581,0.6463414634146342,0.5853658536585366,0.7317073170731707,1
Ang Pati ni Pipo,0.5781710914454278,0.5427728613569321,0.5634218289085545,0.49166666666666664,0.4125,0.5375,1
Ang Payag ni Tatay,0.6116504854368932,0.5922330097087378,0.6359223300970874,0.5228758169934641,0.49019607843137253,0.6013071895424836,1
Ang Plaza,0.6259259259259259,0.6185185185185185,0.6370370370370371,0.5637254901960784,0.5,0.6813725490196079,1
Ang Prutas,0.616822429906542,0.5887850467289719,0.6588785046728972,0.546583850931677,0.4906832298136646,0.7018633540372671,1
Ang Regalo,0.6886792452830188,0.6084905660377359,0.7122641509433962,0.5923566878980892,0.5159235668789809,0.7515923566878981,1
Ang Relo ni Jelo,0.3812375249500998,0.3582834331337325,0.37524950099800397,0.27520435967302453,0.3692098092643052,0.36103542234332425,1
Ang Sakyanan,0.7142857142857143,0.7330827067669173,0.7368421052631579,0.6394230769230769,0.5576923076923077,0.75,1
Ang Sapatos,0.7255520504731862,0.6403785488958991,0.7318611987381703,0.6233766233766234,0.5844155844155844,0.7186147186147186,1
Ang Saya ni Ana,0.7269076305220884,0.642570281124498,0.7228915662650602,0.6569767441860465,0.5348837209302325,0.7325581395348837,1
Ang Saya,0.7419354838709677,0.7419354838709677,0.7311827956989247,0.6666666666666666,0.47619047619047616,0.7301587301587301,1
Ang Sorpresa,0.7095588235294118,0.6507352941176471,0.7205882352941176,0.6470588235294118,0.5343137254901961,0.7352941176470589,1
Ang Tabanog ni Isko,0.6572769953051644,0.5821596244131455,0.6291079812206573,0.5732484076433121,0.5668789808917197,0.7133757961783439,1
Ang Tabanog,0.6318407960199005,0.6019900497512438,0.6119402985074627,0.5838926174496645,0.5369127516778524,0.7046979865771812,1
Ang Tam-is nga Mansanas,0.6567656765676567,0.6353135313531353,0.6551155115511551,0.6061320754716981,0.5495283018867925,0.7641509433962265,1
Ang Tanaman ni Helen,0.5897435897435898,0.5567765567765568,0.6227106227106227,0.5343137254901961,0.47549019607843135,0.6666666666666666,1
Ang Tasa,0.6759259259259259,0.6666666666666666,0.6944444444444444,0.5066666666666667,0.48,0.68,1
Ang Tsinelas,0.5990783410138248,0.5391705069124424,0.5714285714285714,0.546583850931677,0.5031055900621118,0.6832298136645962,1
Ang Tubig sa Gripo,0.5700934579439252,0.5280373831775701,0.5514018691588785,0.5,0.5126582278481012,0.7088607594936709,1
Ang Tunghaan,0.6523605150214592,0.6137339055793991,0.6695278969957081,0.5921787709497207,0.5083798882681564,0.6927374301675978,1
Ang Unlan,0.7,0.66,0.68,0.6081081081081081,0.4864864864864865,0.7027027027027027,1
Ang Upat ka Managsuon,0.6948356807511737,0.6666666666666666,0.676056338028169,0.656441717791411,0.5460122699386503,0.7791411042944786,1
Ang Utanon,0.6875,0.6116071428571429,0.6696428571428571,0.6035502958579881,0.514792899408284,0.6982248520710059,1
Ang Xylophone,0.5737704918032787,0.521311475409836,0.5770491803278689,0.4713656387665198,0.4713656387665198,0.5286343612334802,1
Ang Yoyo,0.6103896103896104,0.4805194805194805,0.5974025974025974,0.3888888888888889,0.3148148148148148,0.5740740740740741,1
Atis ug Tambis,0.6307692307692307,0.5230769230769231,0.4846153846153846,0.2826086956521739,0.29347826086956524,0.5434782608695652,1
Baha sa Tunghaan sa Inayagan,0.6148148148148148,0.5925925925925926,0.6074074074074074,0.5728155339805825,0.5339805825242718,0.7378640776699029,1
Balay ni Maya,0.6446280991735537,0.628099173553719,0.6694214876033058,0.6896551724137931,0.6436781609195402,0.7471264367816092,1
Barangay Ko Ampingan Ko,0.7478260869565218,0.7304347826086957,0.7710144927536232,0.734375,0.6484375,0.76953125,1
Buhok ni Mila,0.45161290322580644,0.4129032258064516,0.45161290322580644,0.4090909090909091,0.35454545454545455,0.5181818181818182,1
Dagan,0.6818181818181818,0.6636363636363637,0.6909090909090909,0.6470588235294118,0.6,0.7176470588235294,1
Duha ka Higala,0.6244343891402715,0.579185520361991,0.6244343891402715,0.5290322580645161,0.41935483870967744,0.6516129032258065,1
Gaihap ug Iring,0.40392561983471076,0.378099173553719,0.38739669421487605,0.3438395415472779,0.4355300859598854,0.44269340974212035,1
Kaka ni Katkat,0.693069306930693,0.6732673267326733,0.693069306930693,0.5352112676056338,0.5492957746478874,0.6619718309859155,1
Kaka,0.6617647058823529,0.6323529411764706,0.6470588235294118,0.5686274509803921,0.49019607843137253,0.8235294117647058,1
Kaloy Mag-uuma,0.6086956521739131,0.5652173913043478,0.572463768115942,0.5204081632653061,0.47959183673469385,0.6632653061224489,1
Kari na ug mulupad!,0.6366782006920415,0.657439446366782,0.7024221453287197,0.665158371040724,0.5429864253393665,0.7104072398190046,1
Kasinatian sa Bukid,0.7295918367346939,0.7117346938775511,0.7474489795918368,0.65625,0.6215277777777778,0.7430555555555556,1
Katkat Ta,0.6559139784946236,0.6344086021505376,0.6451612903225806,0.4411764705882353,0.47058823529411764,0.6176470588235294,1
Kinabuhi sa Alibangbang,0.7033492822966507,0.6267942583732058,0.7081339712918661,0.6114649681528662,0.6305732484076433,0.7961783439490446,1
Koko ni Osta,0.5056179775280899,0.5056179775280899,0.5056179775280899,0.18032786885245902,0.2459016393442623,0.4262295081967213,1
Magtutudlo,0.621301775147929,0.591715976331361,0.6153846153846154,0.5669291338582677,0.5669291338582677,0.7007874015748031,1
Mama sa Kama,0.6666666666666666,0.6515151515151515,0.6363636363636364,0.5625,0.5,0.8125,1
Mama,0.6388888888888888,0.6111111111111112,0.6388888888888888,0.5769230769230769,0.5192307692307693,0.7692307692307693,1
Mananom Kita,0.6508474576271186,0.6135593220338983,0.6576271186440678,0.6008771929824561,0.5657894736842105,0.6535087719298246,1
Manuroy Kita,0.5373134328358209,0.5261194029850746,0.5522388059701493,0.49019607843137253,0.3872549019607843,0.5392156862745098,1
Mao ni si Yoyo Som,0.696969696969697,0.593939393939394,0.6727272727272727,0.5412844036697247,0.46788990825688076,0.5229357798165137,1
Mata ni Dina,0.6176470588235294,0.5784313725490197,0.6274509803921569,0.6388888888888888,0.5138888888888888,0.6944444444444444,1
Matmat,0.5922330097087378,0.5631067961165048,0.5922330097087378,0.4868421052631579,0.4473684210526316,0.6578947368421053,1
Mga Pangalan sa Bata,0.7065217391304348,0.6956521739130435,0.7065217391304348,0.5362318840579711,0.4927536231884058,0.7246376811594203,1
Nindot nga Ugma,0.6529850746268657,0.6380597014925373,0.6716417910447762,0.6069651741293532,0.5671641791044776,0.7114427860696517,1
Numero nga Usa hangtod Napulo,0.609375,0.56640625,0.6171875,0.5489130434782609,0.5054347826086957,0.6902173913043478,1
Paglimpyo sa Lawas,0.5938566552901023,0.552901023890785,0.6177474402730375,0.5069124423963134,0.45161290322580644,0.6405529953917051,1
Pagluto,0.5889830508474576,0.5720338983050848,0.6271186440677966,0.5409836065573771,0.46994535519125685,0.6174863387978142,1
Pamilyang Racaza,0.6581986143187067,0.5935334872979214,0.6789838337182448,0.6393939393939394,0.5515151515151515,0.7454545454545455,1
Prutas sa Basket,0.5163398692810458,0.5032679738562091,0.5163398692810458,0.40869565217391307,0.391304347826087,0.4608695652173913,1
Prutas ug Gulay,0.6231155778894473,0.592964824120603,0.6381909547738693,0.4896551724137931,0.503448275862069,0.6689655172413793,1
Relo ni Willy,0.6153846153846154,0.5384615384615384,0.6035502958579881,0.5634920634920635,0.48412698412698413,0.6111111111111112,1
Sa Dagat,0.5909090909090909,0.5681818181818182,0.5909090909090909,0.5625,0.4895833333333333,0.6875,1
Sa Zoo,0.6287878787878788,0.5757575757575758,0.6363636363636364,0.5333333333333333,0.49743589743589745,0.6820512820512821,1
Saya ni Mama,0.6857142857142857,0.6761904761904762,0.6857142857142857,0.6142857142857143,0.4714285714285714,0.7571428571428571,1
Si Balaraw,0.6730337078651686,0.6528089887640449,0.697752808988764,0.648036253776435,0.540785498489426,0.6329305135951662,1
Si Boboy ug Dodoy,0.627831715210356,0.6051779935275081,0.656957928802589,0.5973451327433629,0.5530973451327433,0.6991150442477876,1
Si Cardo,0.5521739130434783,0.5130434782608696,0.5782608695652174,0.5060975609756098,0.4573170731707317,0.573170731707317,1
Si Diday,0.6636363636363637,0.6454545454545455,0.6727272727272727,0.5526315789473685,0.5921052631578947,0.8289473684210527,1
Si Kabang ug ang Puting Iring,0.7336244541484717,0.7117903930131004,0.7467248908296943,0.6923076923076923,0.6276923076923077,0.7630769230769231,1
Si Kabang,0.6851851851851852,0.6574074074074074,0.6990740740740741,0.6363636363636364,0.5064935064935064,0.7337662337662337,1
Si kokoy ug Si Kakay,0.587737843551797,0.5560253699788583,0.6131078224101479,0.5625,0.45170454545454547,0.5852272727272727,1
Si kokoy,0.587737843551797,0.5560253699788583,0.6131078224101479,0.5625,0.45170454545454547,0.5852272727272727,1
Si Lando,0.4896265560165975,0.45850622406639,0.495850622406639,0.42933333333333334,0.464,0.5173333333333333,1
Si Leny,0.6260869565217392,0.5855072463768116,0.6318840579710145,0.582995951417004,0.4817813765182186,0.6842105263157895,1
Si Lolo Lito,0.5693430656934306,0.49635036496350365,0.5620437956204379,0.5454545454545454,0.5050505050505051,0.6363636363636364,1
Si Mama og si Tamtam,0.6707317073170732,0.6463414634146342,0.6585365853658537,0.41379310344827586,0.3448275862068966,0.7758620689655172,1
Si Manang Tina,0.7253218884120172,0.7081545064377682,0.6781115879828327,0.7083333333333334,0.6190476190476191,0.7916666666666666,1
Si Maring,0.7407407407407407,0.6507936507936508,0.7195767195767195,0.7446808510638298,0.6524822695035462,0.7375886524822695,1
Si Mayde,0.6767241379310345,0.5991379310344828,0.6853448275862069,0.5868263473053892,0.5568862275449101,0.7125748502994012,1
Si Navy ug si Bora,0.6233766233766234,0.6168831168831169,0.6103896103896104,0.5283018867924528,0.44339622641509435,0.6037735849056604,1
Si Nida ug Pina,0.5909090909090909,0.5795454545454546,0.625,0.4827586206896552,0.5862068965517241,0.6896551724137931,1
Si Nino,0.6192307692307693,0.5846153846153846,0.6230769230769231,0.5520833333333334,0.5364583333333334,0.65625,1
Si Ola ug Oli,0.5181818181818182,0.4727272727272727,0.5727272727272728,0.3835616438356164,0.3424657534246575,0.5753424657534246,1
Si Osta,0.5918367346938775,0.5816326530612245,0.5816326530612245,0.4264705882352941,0.5294117647058824,0.5588235294117647,1
Si Susan,0.6115288220551378,0.5714285714285714,0.6591478696741855,0.6177474402730375,0.5767918088737202,0.7235494880546075,1
Si Tata,0.6909090909090909,0.6545454545454545,0.6909090909090909,0.5789473684210527,0.5263157894736842,0.75,1
Si Tatay Marlito,0.773972602739726,0.684931506849315,0.7534246575342466,0.6284403669724771,0.5137614678899083,0.7293577981651376,1
Si Trining,0.6549019607843137,0.6274509803921569,0.6274509803921569,0.6031746031746031,0.5396825396825397,0.6878306878306878,1
Si Yuko,0.6336633663366337,0.5247524752475248,0.6039603960396039,0.5217391304347826,0.5362318840579711,0.6666666666666666,1
Suroy-Suroy sa Tamnanan,0.6439393939393939,0.6378787878787879,0.6742424242424242,0.6119402985074627,0.5735607675906184,0.652452025586354,1
Tagu-Tagu,0.6728971962616822,0.6728971962616822,0.6962616822429907,0.7368421052631579,0.5526315789473685,0.7631578947368421,1
Trak ni Nino,0.5524475524475524,0.5034965034965035,0.5314685314685315,0.5346534653465347,0.5742574257425742,0.6435643564356436,1
Tumba Lata,0.6020408163265306,0.5918367346938775,0.5918367346938775,0.49324324324324326,0.4864864864864865,0.6148648648648649,1
Tunghaan,0.7052631578947368,0.6789473684210526,0.7105263157894737,0.624113475177305,0.5390070921985816,0.7659574468085106,1
Unang mga Bulok,0.5583333333333333,0.5,0.5,0.5581395348837209,0.5232558139534884,0.7093023255813954,1
Unlan ug Habol,0.6213592233009708,0.5728155339805825,0.6213592233009708,0.5,0.375,0.5694444444444444,1
Unsa Nga Kahoy Kini,0.6426116838487973,0.5876288659793815,0.6769759450171822,0.6203703703703703,0.5648148148148148,0.7685185185185185,1
Usa ka Malipayong Adlaw sa Umahan,0.6828571428571428,0.6457142857142857,0.6657142857142857,0.594488188976378,0.5118110236220472,0.6062992125984252,1
Vase ni Queenie,0.6363636363636364,0.6098484848484849,0.6477272727272727,0.5736842105263158,0.4842105263157895,0.6631578947368421,1
Akong Mama ug Ako,0.6937354988399071,0.654292343387471,0.7006960556844548,0.649390243902439,0.5853658536585366,0.7378048780487805,2
Ang Adlaw na Niulan og Isda,0.6586102719033232,0.6384692849949648,0.6898288016112789,0.6430594900849859,0.5849858356940509,0.7138810198300283,2
Ang Akong Damgo,0.6928104575163399,0.6666666666666666,0.7156862745098039,0.6866952789699571,0.6137339055793991,0.7811158798283262,2
Ang Akong Eskwelahan,0.5907692307692308,0.5969230769230769,0.6153846153846154,0.5222672064777328,0.5101214574898786,0.659919028340081,2
Ang Akong Manok,0.6805555555555556,0.6284722222222222,0.6805555555555556,0.6618357487922706,0.5845410628019324,0.7777777777777778,2
Ang Akong Mga Anak,0.655786350148368,0.629080118694362,0.6528189910979229,0.5783132530120482,0.5421686746987951,0.6506024096385542,2
Ang Akong Pamilya,0.7195121951219512,0.6670731707317074,0.7121951219512195,0.6818181818181818,0.5941558441558441,0.7256493506493507,2
Ang Akong Suod Nga Higala,0.6536964980544747,0.6186770428015564,0.6614785992217899,0.6084656084656085,0.5555555555555556,0.7724867724867724,2
Ang Akong Tatay ug Nanay,0.795774647887324,0.7535211267605634,0.778169014084507,0.7562189054726368,0.6218905472636815,0.8507462686567164,2
Ang Among Iring,0.6790540540540541,0.6351351351351351,0.7128378378378378,0.6372093023255814,0.6186046511627907,0.8186046511627907,2
Ang Among Lungsod sa Cordova,0.593167701863354,0.5683229813664596,0.6079192546583851,0.48580121703853957,0.44523326572008115,0.552738336713996,2
Ang Baha sa Siyudad,0.6945945945945946,0.6837837837837838,0.6945945945945946,0.6059479553903345,0.5315985130111525,0.6840148698884758,2
Ang Baha,0.7330754352030948,0.6943907156673114,0.7350096711798839,0.6804123711340206,0.5902061855670103,0.7577319587628866,2
Ang Barangay Kalipay,0.676829268292683,0.6402439024390244,0.6686991869918699,0.625,0.5027777777777778,0.7027777777777777,2
Ang Bata,0.6696428571428571,0.6205357142857143,0.6651785714285714,0.6445783132530121,0.5602409638554217,0.7469879518072289,2
Ang Batang Bayani,0.7628398791540786,0.7129909365558912,0.7764350453172205,0.7718940936863544,0.6782077393075356,0.824847250509165,2
Ang Batang Kugihan,0.6931690929451287,0.6371780515117581,0.7043673012318029,0.6151603498542274,0.5932944606413995,0.7303206997084548,2
Ang Batang Maldito,0.668859649122807,0.6118421052631579,0.6995614035087719,0.6492307692307693,0.5353846153846153,0.68,2
Ang Butang na Nalimtan,0.6417910447761194,0.585820895522388,0.6156716417910447,0.5388349514563107,0.46116504854368934,0.6699029126213593,2
Ang Computer,0.7169042769857433,0.670061099796334,0.745417515274949,0.6385869565217391,0.5978260869565217,0.7853260869565217,2
Ang Dag-om sa Kalangitan,0.5128006206361521,0.49806051202482543,0.5058184639255237,0.42872117400419285,0.4643605870020964,0.5,2
Ang Dako ug Balhibuong Khyaa,0.6855123674911661,0.6731448763250883,0.696113074204947,0.5757575757575758,0.5505050505050505,0.6893939393939394,2
Ang Inahan,0.7040358744394619,0.672645739910314,0.7174887892376681,0.6545454545454545,0.5696969696969697,0.7757575757575758,2
Ang Iro ni Miro,0.5384615384615384,0.5182186234817814,0.4939271255060729,0.46368715083798884,0.4022346368715084,0.5977653631284916,2
Ang Kabaw sa Bukid,0.6555183946488294,0.6321070234113713,0.6923076923076923,0.5285714285714286,0.48095238095238096,0.6619047619047619,2
Ang Kinabuhi ni Edwards,0.66600790513834,0.5928853754940712,0.650197628458498,0.5941644562334217,0.4986737400530504,0.6153846153846154,2
Ang Klasmet kong Buta,0.6653696498054474,0.6264591439688716,0.6848249027237354,0.6324324324324324,0.5783783783783784,0.7189189189189189,2
Ang Langub sa Igutan,0.6872246696035242,0.6762114537444934,0.6828193832599119,0.6705202312138728,0.5895953757225434,0.7774566473988439,2
Ang Lapis,0.6805555555555556,0.675,0.6722222222222223,0.5757575757575758,0.4393939393939394,0.6287878787878788,2
Ang Makililimos,0.7554240631163708,0.6824457593688363,0.7593688362919132,0.6956521739130435,0.6265984654731458,0.8132992327365729,2
Ang Managhigalang Alibangbang,0.7298772169167803,0.6875852660300137,0.7530695770804912,0.6983842010771992,0.6499102333931778,0.7863554757630161,2
Ang Mga Hayop sa Bukid,0.5891304347826087,0.5478260869565217,0.6043478260869565,0.5,0.4766081871345029,0.5964912280701754,2
Ang mga kahoy,0.6782077393075356,0.6537678207739308,0.6904276985743381,0.6796657381615598,0.6016713091922006,0.754874651810585,2
Ang mga Magulang ug Manghud nga,0.6607142857142857,0.6709183673469388,0.701530612244898,0.6967509025270758,0.628158844765343,0.6064981949458483,2
Ang Ngipon ni Nilo,0.6426778242677824,0.5815899581589958,0.6619246861924686,0.6118047673098751,0.5107832009080591,0.6799091940976163,2
Ang Pag-apil ni Sutiha sa Lalumba sang Karang,0.6205357142857143,0.5892857142857143,0.6089285714285714,0.5271604938271605,0.48518518518518516,0.5814814814814815,2
Ang Pagkiay ni Ikay,0.6875,0.6583333333333333,0.70625,0.6610644257703081,0.5658263305322129,0.711484593837535,2
Ang Pagluwas sa Kinaiyahan,0.7176997759522031,0.7094846900672144,0.7520537714712472,0.6858536585365854,0.5873170731707317,0.7307317073170732,2
Ang Pagsisipilyo Dili Sadya,0.6764593666539489,0.6280045784051889,0.6844715757344525,0.5960334029227558,0.5297494780793319,0.6899791231732777,2
Ang Pamilya Villa,0.6324110671936759,0.5691699604743083,0.6245059288537549,0.5396825396825397,0.42857142857142855,0.6402116402116402,2
Ang Panahon,0.647887323943662,0.6281690140845071,0.6985915492957746,0.6666666666666666,0.5568181818181818,0.7803030303030303,2
Ang Panganod nga Basura,0.6975130133024869,0.6633892423366108,0.6992481203007519,0.6564705882352941,0.5925490196078431,0.712156862745098,2
Ang Prinsipe ug ang Tigre,0.6752546434991012,0.6411024565608149,0.6764529658478131,0.6705587989991659,0.5613010842368641,0.6597164303586321,2
Ang punuan sa kumpang,0.6883116883116883,0.6688311688311688,0.6444805194805194,0.6345291479820628,0.5448430493273543,0.6816143497757847,2
