book_title,word_count,sentence_count,phrase_count_per_sentence,average_word_len,average_sentence_len,average_syllable_count,polysyll_count,consonant_cluster_density,v_density,cv_density,vc_density,cvc_density,vcc_density,cvcc_density,ccvc_density,ccv_density,ccvcc_density,ccvccc_density,tagalog_bigram_sim,bikol_bigram_sim,cebuano_bigram_sim,tagalog_trigram_sim,bikol_trigram_sim,cebuano_trigam_sim,grade_level
An_Tánga_saka_an_Tinapay___Central_Bikol-v12022.08.11T023654,415,28,1.76,5.257831325,14.82142857,2.106024096,15,0.640963855,2.106024096,1.790361446,1.595180723,0.961445783,0.465060241,0.354216867,0.286746988,0.486746988,0.101204819,0.026506024,0.575256556,0.587799316,0.558152794,0.178010471,0.230366492,0.160059835,1
An_Ulod_na_Nakaistar_sa_Samuyang_Hardin___Central_Bikol,241,27,1.136363636,5.518672199,8.925925926,2.178423237,14,0.65560166,2.178423237,1.721991701,1.692946058,0.991701245,0.526970954,0.360995851,0.32780083,0.456431535,0.124481328,0.029045643,0.564078578,0.579045837,0.541627689,0.182716049,0.256790123,0.190123457,1
Baka_Na_May_Sarong_Sungay___Central_Bikol,17,1,2,5.352941176,17,2.235294118,2,0.588235294,2.235294118,1.882352941,1.764705882,1.117647059,0.529411765,0.470588235,0.176470588,0.235294118,0,0,0.726027397,0.794520548,0.739726027,0.327272727,0.436363636,0.4,1
Chichi__Munu__Maliputon!___Central_Bikol,211,32,1.555555556,4.421800948,6.59375,1.853080569,0,0.374407583,1.853080569,1.6492891,1.265402844,0.815165877,0.28436019,0.265402844,0.132701422,0.241706161,0.052132701,0.004739336,0.695410292,0.68984701,0.681502086,0.215841584,0.24950495,0.231683168,1
Dae_Ako_Takot_sa_Uran___Central_Bikol,201,13,1.615384615,4.7960199,15.46153846,1.980099502,8,0.567164179,1.980099502,1.457711443,1.422885572,0.766169154,0.388059701,0.248756219,0.248756219,0.388059701,0.089552239,0.039800995,0.413157895,0.419736842,0.393421053,0.106115108,0.149280576,0.10971223,1
Dakulaon_Sadiyuton___Central_Bikol,200,29,1.857142857,4.7,6.896551724,2.005,1,0.31,2.005,1.825,1.315,0.785,0.25,0.18,0.15,0.21,0.015,0,0.675824176,0.679945055,0.651098901,0.213178295,0.263565891,0.168604651,1
Gusto_ni_Nin_na_Masanlian___Central_Bikol,261,36,1.576923077,4.869731801,7.25,2.111111111,0,0.37164751,2.111111111,1.869731801,1.536398467,0.9348659,0.329501916,0.302681992,0.172413793,0.275862069,0.01532567,0,0.694141013,0.72591857,0.680238332,0.266487214,0.32974428,0.266487214,1
Hain_si_Bonta____Central_Bikol-v12022.08.11T090810,173,23,1.75,4.849710983,7.52173913,1.953757225,5,0.630057803,1.953757225,1.537572254,1.410404624,0.803468208,0.49132948,0.341040462,0.219653179,0.416184971,0.075144509,0.005780347,0.490990991,0.501501502,0.475975976,0.115151515,0.18989899,0.117171717,1
Hardin_nin_Burak____Central_Bikol,245,15,1.8125,5.106122449,16.33333333,2.004081633,4,0.502040816,2.004081633,1.640816327,1.506122449,0.865306122,0.448979592,0.371428571,0.232653061,0.32244898,0.085714286,0.040816327,0.56142132,0.578680203,0.56751269,0.150344828,0.267586207,0.188965517,1
Ini_an_sakuyang_Hawak___Central_Bikol-v12022.08.26T013856,227,40,0,4.86784141,5.675,2.008810573,3,0.572687225,2.008810573,1.625550661,1.528634361,0.828193833,0.519823789,0.339207048,0.127753304,0.242290749,0.022026432,0.004405286,0.659428571,0.670857143,0.653714286,0.257364341,0.308527132,0.271317829,1
Insekto_sa_Sakong_Lugar___Central_Bikol,164,13,1.214285714,5.420731707,12.61538462,2.079268293,8,0.713414634,2.079268293,1.701219512,1.548780488,0.902439024,0.579268293,0.396341463,0.31097561,0.469512195,0.146341463,0.036585366,0.543909348,0.555240793,0.529745042,0.177142857,0.274285714,0.171428571,1
Ipahiling_asin_Iistorya___Central_Bikol,438,47,1.846153846,4.614155251,9.319148936,2.047945205,12,0.353881279,2.047945205,1.787671233,1.321917808,0.826484018,0.283105023,0.216894977,0.150684932,0.273972603,0.052511416,0,0.68427753,0.715467855,0.686823679,0.279214987,0.29794826,0.250669045,1
Iskedyul_ni_Momo___Central_Bikol,103,12,2,4.650485437,8.583333333,2.009708738,2,0.330097087,2.009708738,1.689320388,1.436893204,0.912621359,0.291262136,0.213592233,0.174757282,0.281553398,0.048543689,0.009708738,0.629427793,0.640326975,0.694822888,0.247058824,0.294117647,0.219607843,1
Kolor___Central_Bikol,74,10,1.875,4.635135135,7.4,1.581081081,0,0.567567568,1.581081081,1.22972973,1.283783784,0.689189189,0.27027027,0.27027027,0.135135135,0.310810811,0.094594595,0,0.518796992,0.582706767,0.541353383,0.227513228,0.444444444,0.227513228,1
Kun_Harayo_si_Mama___Central_Bikol,375,46,1.103448276,5.053333333,8.152173913,1.842666667,16,0.602666667,1.842666667,1.514666667,1.389333333,0.813333333,0.397333333,0.301333333,0.216,0.312,0.069333333,0.018666667,0.570666667,0.579333333,0.562,0.19133574,0.352888087,0.211191336,1
Kurong_asin_Tanos___Central_Bikol,106,15,1.090909091,4.462264151,7.066666667,1.679245283,1,0.481132075,1.679245283,1.556603774,1.141509434,0.745283019,0.377358491,0.349056604,0.094339623,0.339622642,0.047169811,0.018867925,0.526610644,0.549019608,0.591036415,0.209876543,0.382716049,0.230452675,1
Magagayon_na_Hayop_sa_Tubig___Central_Bikol-v12022.08.26T024250,181,19,1.315789474,5.005524862,9.526315789,1.966850829,8,0.762430939,1.966850829,1.497237569,1.464088398,0.790055249,0.574585635,0.314917127,0.298342541,0.458563536,0.171270718,0.022099448,0.472375691,0.480662983,0.444751381,0.121546961,0.149171271,0.110497238,1
Magbilang_Kita_nin_Bitis___Bikol_Central-v12022.08.11T095957,142,12,1.25,4.873239437,11.83333333,1.950704225,7,0.528169014,1.950704225,1.478873239,1.612676056,0.85915493,0.38028169,0.232394366,0.225352113,0.338028169,0.063380282,0.007042254,0.504553734,0.511839709,0.446265938,0.107843137,0.178921569,0.112745098,1
Magbilang_nin_Sabay___Central_Bikol-v12022.08.25T061128,261,18,1.235294118,4.498084291,14.5,1.988505747,5,0.352490421,1.988505747,1.555555556,1.340996169,0.712643678,0.318007663,0.218390805,0.149425287,0.214559387,0.026819923,0.007662835,0.617582418,0.657142857,0.63956044,0.212962963,0.274691358,0.25308642,1
Magbirilang_Kita!___Bikol_Central-v12022.08.11T100425,109,4,2,5.357798165,27.25,2.091743119,5,0.733944954,2.091743119,1.623853211,1.697247706,0.908256881,0.541284404,0.376146789,0.293577982,0.412844037,0.091743119,0.009174312,0.434599156,0.424050633,0.405063291,0.090163934,0.172131148,0.101092896,1
Magtarabangan_Kita___Central_Bikol,123,9,1.444444444,4.837398374,13.66666667,1.959349593,1,0.455284553,1.959349593,1.829268293,1.487804878,1.016260163,0.422764228,0.37398374,0.211382114,0.349593496,0.040650407,0,0.710920771,0.728051392,0.706638116,0.289085546,0.368731563,0.309734513,1
Mga_Kagamitan_Para_aa_Pag-uma___Central_Bikol,122,9,1.2,4.467213115,13.55555556,1.967213115,0,0.147540984,1.967213115,1.762295082,1.483606557,0.893442623,0.081967213,0.073770492,0.098360656,0.131147541,0.008196721,0,0.832535885,0.830143541,0.796650718,0.367697595,0.41580756,0.219931271,1
Mga_Kulay_nin_Kinaban!___Central_Bikol-v12022.08.26T020850,204,17,0,4.93627451,12,2.078431373,4,0.397058824,2.078431373,1.897058824,1.593137255,0.970588235,0.362745098,0.333333333,0.147058824,0.196078431,0.053921569,0,0.789276808,0.741895262,0.788029925,0.324958124,0.35678392,0.360134003,1
Naaraman_Ko___Central_Bikol,59,12,1.083333333,5.711864407,4.916666667,2.406779661,1,0.576271186,2.406779661,2,1.881355932,1.06779661,0.491525424,0.423728814,0.254237288,0.338983051,0.06779661,0.016949153,0.701438849,0.71942446,0.697841727,0.388127854,0.365296804,0.328767123,1
Nagkakarantang_Bayong_ni_Bounthy___Central_Bikol-v12022.08.26T013423,196,18,1.5625,5.198979592,10.88888889,2.12244898,5,0.617346939,2.12244898,1.801020408,1.505102041,0.841836735,0.566326531,0.392857143,0.168367347,0.295918367,0.025510204,0,0.738066095,0.761321909,0.736842105,0.297560976,0.382113821,0.299186992,1
Naglalakaw-lakaw_sa_Hardin____Central_Bikol,145,18,2.142857143,4.565517241,8.055555556,1.937931034,2,0.455172414,1.937931034,1.655172414,1.317241379,0.806896552,0.337931034,0.337931034,0.137931034,0.262068966,0.062068966,0,0.7109375,0.693359375,0.712890625,0.223756906,0.306629834,0.331491713,1
Oras_na_para_Magkarigos_Bonoy_asin_Noboy___Central_Bikol,227,47,1.25,4.224669604,4.829787234,1.797356828,2,0.158590308,1.797356828,1.581497797,1.405286344,0.832599119,0.127753304,0.114537445,0.088105727,0.127753304,0.013215859,0,0.598360656,0.599726776,0.586065574,0.174257426,0.22970297,0.110891089,1
Paduman_sa_eskwelahan___Central_Bikol,147,20,1.05,5.142857143,7.35,2.108843537,1,0.619047619,2.108843537,1.816326531,1.585034014,1,0.591836735,0.428571429,0.244897959,0.421768707,0.129251701,0,0.656716418,0.641791045,0.631840796,0.286666667,0.24,0.237777778,1
Pagtabang_sa_Gamgam___Central_Bikol,149,18,1.578947368,4.932885906,8.277777778,2.087248322,6,0.429530201,2.087248322,1.711409396,1.590604027,0.919463087,0.362416107,0.281879195,0.208053691,0.255033557,0.046979866,0,0.669535284,0.722891566,0.710843373,0.227166276,0.365339578,0.245901639,1
Pano_Nakua_kan_mga_Insekto_an_Saindang_Kolor____Central_Bikol,342,31,1.62962963,4.795321637,11.03225806,1.961988304,14,0.505847953,1.961988304,1.593567251,1.441520468,0.830409357,0.400584795,0.304093567,0.192982456,0.321637427,0.070175439,0.005847953,0.611673152,0.603891051,0.593774319,0.219850587,0.263607257,0.179295624,1
Sarong_Aldaw_sa_Karnibal___Central_Bikol,179,32,1.260869565,5.43575419,5.59375,2.067039106,5,0.497206704,2.067039106,1.905027933,1.525139665,0.994413408,0.452513966,0.374301676,0.17877095,0.268156425,0.039106145,0.011173184,0.631093544,0.642951252,0.612648221,0.231192661,0.383486239,0.212844037,1
Siisay_an_Aking_Iyan____Central_Bikol,92,25,0,4.326086957,3.68,1.77173913,3,0.315217391,1.77173913,1.315217391,1.402173913,0.739130435,0.25,0.25,0.076086957,0.130434783,0,0,0.740863787,0.714285714,0.720930233,0.341463415,0.356097561,0.317073171,1
Siisay_an_Matabang_Sako____Central_Bikol-v12022.08.09T030145,161,17,1.461538462,4.906832298,9.470588235,2,6,0.559006211,2,1.627329193,1.527950311,0.857142857,0.397515528,0.273291925,0.223602484,0.372670807,0.074534161,0.00621118,0.51910828,0.539808917,0.503184713,0.153846154,0.224358974,0.14957265,1
Si_Goma_Daw_Ito____Central_Bikol,71,18,0,3.746478873,3.944444444,1.76056338,0,0.183098592,1.76056338,1.366197183,1.098591549,0.591549296,0.169014085,0.056338028,0.042253521,0.070422535,0.014084507,0,0.717948718,0.666666667,0.712820513,0.282258065,0.209677419,0.217741935,1
Si_Navy_saka_si_Bora___Bikol_Central-v12022.08.09T032658,126,12,1.25,5.119047619,10.5,2.031746032,9,0.650793651,2.031746032,1.619047619,1.563492063,0.865079365,0.476190476,0.293650794,0.253968254,0.373015873,0.095238095,0.023809524,0.460500963,0.46628131,0.421965318,0.113924051,0.179746835,0.106329114,1
Si_Putu_asin_Gutu___Central_Bikol,95,25,0,5.284210526,3.8,2.073684211,1,0.473684211,2.073684211,2,1.505263158,1.094736842,0.452631579,0.357894737,0.189473684,0.315789474,0.115789474,0,0.554156171,0.541561713,0.518891688,0.229452055,0.325342466,0.253424658,1
Si_Tata_saka_si_Toto___Central_Bikol-v12022.08.09T032212,319,38,1.535714286,4.89968652,8.394736842,2.097178683,14,0.423197492,2.097178683,1.721003135,1.542319749,0.87460815,0.335423197,0.219435737,0.194357367,0.294670846,0.056426332,0.003134796,0.582728006,0.575464084,0.548022599,0.147058824,0.21459695,0.14379085,1
Tabangan_an_Ina___Central_Bikol,263,16,1.5,4.756653992,16.4375,1.969581749,6,0.532319392,1.969581749,1.574144487,1.414448669,0.840304183,0.456273764,0.33460076,0.25095057,0.349809886,0.072243346,0.011406844,0.612307692,0.641025641,0.625641026,0.230769231,0.307692308,0.222222222,1
Trabaho___Central_Bikol,137,22,0,4.802919708,6.227272727,1.97080292,2,0.430656934,1.97080292,1.759124088,1.423357664,0.934306569,0.372262774,0.343065693,0.109489051,0.167883212,0.02919708,0.01459854,0.752964427,0.750988142,0.739130435,0.347457627,0.418079096,0.316384181,1
Ukay_asin_Batag___Central_Bikol,231,23,1.736842105,4.74025974,10.04347826,2.012987013,3,0.41991342,2.012987013,1.722943723,1.502164502,0.861471861,0.346320346,0.277056277,0.155844156,0.29004329,0.017316017,0,0.740740741,0.756944444,0.725694444,0.271721959,0.314375987,0.249605055,1
Uya_na_si_Buboy!___Central_Bikol,91,23,2.2,4.747252747,3.956521739,1.978021978,0,0.285714286,1.978021978,1.78021978,1.428571429,0.879120879,0.197802198,0.197802198,0.087912088,0.175824176,0,0,0.554896142,0.596439169,0.596439169,0.190082645,0.247933884,0.198347107,1
Aninipot___Central_Bikol-v12022.08.11T033204,430,66,1.541666667,5.288372093,6.515151515,2.148837209,14,0.651162791,2.148837209,1.774418605,1.641860465,0.958139535,0.497674419,0.372093023,0.262790698,0.472093023,0.086046512,0.020930233,0.509505703,0.532862575,0.50353069,0.13163482,0.198867657,0.113941967,2
An_Blokeng_may_Madyik___Central_Bikol-v12022.08.10T005241,511,70,1.707317073,4.714285714,7.3,1.949119374,13,0.487279843,1.949119374,1.602739726,1.483365949,0.861056751,0.336594912,0.268101761,0.227005871,0.356164384,0.054794521,0.003913894,0.548625793,0.576638478,0.542811839,0.166545981,0.207096307,0.162201303,2
An_Lugar_kan_mga_Rosas___Central_Bikol-v12022.08.10T031456,692,47,1.452380952,4.911849711,14.72340426,2.028901734,25,0.528901734,2.028901734,1.719653179,1.510115607,0.869942197,0.382947977,0.312138728,0.190751445,0.384393064,0.050578035,0.001445087,0.648738872,0.689540059,0.651706231,0.25,0.314128257,0.238476954,2
An_Makangangalas_na_mga_Makina_ni_Ammachi___Central_Bikol-v12022.08.11T001629,287,60,1.615384615,4.958188153,4.783333333,2.045296167,10,0.567944251,2.045296167,1.658536585,1.463414634,0.832752613,0.407665505,0.285714286,0.25087108,0.421602787,0.104529617,0.006968641,0.489399293,0.503533569,0.485865724,0.133886256,0.164691943,0.136255924,2
An_Sakong_Kapamilya___Central_Bikol,222,31,1.37037037,4.545045045,7.161290323,1.855855856,0,0.378378378,1.855855856,1.545045045,1.364864865,0.72972973,0.355855856,0.292792793,0.135135135,0.18018018,0.040540541,0.018018018,0.749354005,0.766149871,0.750645995,0.359259259,0.409259259,0.331481481,2
An_sakuyang_Ugos_na_Amiga___Central_Bikol,114,15,1.533333333,4.921052632,7.6,2.210526316,4,0.333333333,2.210526316,1.877192982,1.561403509,0.947368421,0.289473684,0.210526316,0.105263158,0.201754386,0.026315789,0,0.720357942,0.749440716,0.693512304,0.306306306,0.279279279,0.264264264,2
COVIBOOK___Central_Bikol-v12022.08.11T035702,368,51,1.648648649,5.214673913,7.215686275,2.163043478,20,0.54076087,2.163043478,1.828804348,1.644021739,0.989130435,0.4375,0.35326087,0.258152174,0.383152174,0.059782609,0.010869565,0.620868438,0.638366818,0.605314323,0.201365188,0.262798635,0.206484642,2
Cube_na_Ikos_Cone_na_Ikos___Central_Bikol-v12022.08.11T051439,206,58,1.108108108,5.024271845,3.551724138,2,7,0.631067961,2,1.616504854,1.529126214,0.883495146,0.422330097,0.291262136,0.296116505,0.422330097,0.101941748,0.014563107,0.461538462,0.477667494,0.441687345,0.106844741,0.170283806,0.085141903,2
Dai_Pagbagtingon_an_Kampana!___Central_Bikol-v12022.08.11T083246,431,52,1.617647059,5.245939675,8.288461538,2.183294664,24,0.575406032,2.183294664,1.839907193,1.633410673,0.986078886,0.473317865,0.343387471,0.287703016,0.408352668,0.090487239,0.002320186,0.605378705,0.627881449,0.58287596,0.20433213,0.254151625,0.18700361,2
Kan_Aldaw_na_Nag-uran_nin_mga_Sira___Central_Bikol-v12022.08.11T095613,346,31,1.64,5.078034682,11.16129032,2.101156069,13,0.560693642,2.101156069,1.786127168,1.552023121,0.933526012,0.450867052,0.355491329,0.242774566,0.413294798,0.052023121,0.00867052,0.620714286,0.641428571,0.601428571,0.211483254,0.272727273,0.2,2
Kaya_Asin_Dai_Kaya____Central_Bikol,81,26,1.875,4.728395062,3.115384615,2,0,0.456790123,2,1.567901235,1.49382716,0.962962963,0.456790123,0.358024691,0.222222222,0.320987654,0.074074074,0.012345679,0.74916388,0.769230769,0.732441472,0.372093023,0.302325581,0.176744186,2
Magigibo_man_Iyan_ni_Duma!___Central_Bikol-v12022.08.11T101435,311,46,1.571428571,4.84244373,6.760869565,2.080385852,15,0.405144695,2.080385852,1.726688103,1.511254019,0.861736334,0.308681672,0.218649518,0.173633441,0.282958199,0.045016077,0.003215434,0.594117647,0.603361345,0.565546218,0.196123147,0.231470924,0.165336374,2
Magtingag_Ka___Central_Bikol-v12022.08.11T102143,345,26,2.523809524,5.142028986,13.26923077,2.165217391,19,0.486956522,2.165217391,1.794202899,1.660869565,0.924637681,0.385507246,0.27826087,0.188405797,0.32173913,0.055072464,0.002898551,0.645614035,0.682105263,0.648421053,0.215940686,0.274328082,0.215940686,2
Maniwala_Ka_Saro_akong_Kuneho___Central_Bikol,371,46,1.625,5.080862534,8.065217391,2.115902965,12,0.442048518,2.115902965,1.876010782,1.539083558,0.964959569,0.339622642,0.283018868,0.199460916,0.301886792,0.056603774,0.008086253,0.615591398,0.63844086,0.610215054,0.208982585,0.282309808,0.208065995,2
May_Kapareho_Kaya_Ako____Bikol_Central-v12022.08.12T015411,203,31,1.294117647,4.866995074,6.548387097,2.078817734,8,0.463054187,2.078817734,1.674876847,1.522167488,0.827586207,0.359605911,0.246305419,0.172413793,0.270935961,0.044334975,0.004926108,0.58109834,0.605363985,0.574712644,0.201724138,0.279310345,0.2,2
Mga_Nawawara_asin_Mga_Nahahanap___Central_Bikol,177,26,1.5,4.367231638,6.807692308,1.881355932,2,0.316384181,1.881355932,1.661016949,1.293785311,0.779661017,0.276836158,0.225988701,0.101694915,0.18079096,0.011299435,0,0.749574106,0.764906303,0.727427598,0.325870647,0.328358209,0.303482587,2
Mr._Spout___Central_Bikol-v12022.08.12T020737,351,67,1.471698113,4.974358974,5.23880597,2.028490028,12,0.544159544,2.028490028,1.695156695,1.535612536,0.868945869,0.333333333,0.247863248,0.210826211,0.353276353,0.07977208,0.008547009,0.557872035,0.592379583,0.554277498,0.195568401,0.236030829,0.168593449,2
