book_title,word_count,sentence_count,phrase_count_per_sentence,average_word_len,average_sentence_len,average_syllable_count,polysyll_count,grade_level
An_Mahamis_na_Mansanas___Central_Bikol,165,22,1.8888888888888888,4.793939393939394,7.5,1.9878787878787878,0,1
An_Makaraw_na_Millipede___Central_Bikol,149,13,1.3076923076923077,5.751677852348993,11.461538461538462,2.2885906040268456,9,1
An_Nawawarang_Aking_Pato___Central_Bikol,96,14,1.2307692307692308,5.1875,6.857142857142857,2.1875,4,1
An_Paglinig_sa_Hawak___Central_Bikol,239,25,1.16,4.815899581589958,9.56,2.0502092050209204,6,1
AN_SADIT_NA_BITOON_NI_ALI___Central_Bikol,155,17,1.1764705882352942,4.470967741935484,9.117647058823529,1.9096774193548387,2,1
An_Sadit_na_Siyo_saka_an_Pato-pato___Central_Bikol-v12022.08.11T021900,500,34,1.3636363636363635,5.27,14.705882352941176,2.15,26,1
An_Sadit_na_Ukay_Saka_An_Sira___Central_Bikol,117,15,1.4545454545454546,4.410256410256411,7.8,1.8632478632478633,2,1
An_sakong_Lawas___Central_Bikol,241,22,1.2727272727272727,5.170124481327801,10.954545454545455,2.08298755186722,14,1
An_Sakong_mga_Tanum_na_Kaunon___Central_Bikol,380,41,1.1875,5.042105263157895,9.268292682926829,2.086842105263158,15,1
An_Samuyang_Pamilya___Central_Bikol-v12022.08.11T022308,136,13,1.2727272727272727,5.397058823529412,10.461538461538462,2.125,6,1
An_Sarung_Dakulang_Keyk___Central_Bikol,88,12,1.3076923076923077,4.4772727272727275,7.333333333333333,1.7954545454545454,0,1
An_Tulong_Saradit_na_Kuting___Central_Bikol,119,25,1.0666666666666667,5.4789915966386555,4.76,2.134453781512605,2,1
An_Turtle_Dove___Central_Bikol,56,8,1.1111111111111112,5.178571428571429,7.0,2.0714285714285716,5,1
An_Tánga_saka_an_Tinapay___Central_Bikol-v12022.08.11T023654,415,28,1.76,5.257831325301205,14.821428571428571,2.1060240963855423,15,1
An_Ulod_na_Nakaistar_sa_Samuyang_Hardin___Central_Bikol,241,27,1.1363636363636365,5.518672199170124,8.925925925925926,2.1784232365145226,14,1
Baka_Na_May_Sarong_Sungay___Central_Bikol,17,1,2.0,5.352941176470588,17.0,2.235294117647059,2,1
Chichi__Munu__Maliputon!___Central_Bikol,211,32,1.5555555555555556,4.421800947867299,6.59375,1.853080568720379,0,1
Dae_Ako_Takot_sa_Uran___Central_Bikol,201,13,1.6153846153846154,4.796019900497512,15.461538461538462,1.9800995024875623,8,1
Dakulaon_Sadiyuton___Central_Bikol,200,29,1.8571428571428572,4.7,6.896551724137931,2.005,1,1
Gusto_ni_Nin_na_Masanlian___Central_Bikol,261,36,1.5769230769230769,4.869731800766283,7.25,2.111111111111111,0,1
Hain_si_Bonta____Central_Bikol-v12022.08.11T090810,173,23,1.75,4.8497109826589595,7.521739130434782,1.953757225433526,5,1
Hardin_nin_Burak____Central_Bikol,245,15,1.8125,5.106122448979592,16.333333333333332,2.0040816326530613,4,1
Ini_an_sakuyang_Hawak___Central_Bikol-v12022.08.26T013856,227,40,0.0,4.86784140969163,5.675,2.0088105726872247,3,1
Insekto_sa_Sakong_Lugar___Central_Bikol,164,13,1.2142857142857142,5.420731707317073,12.615384615384615,2.0792682926829267,8,1
Ipahiling_asin_Iistorya___Central_Bikol,438,47,1.8461538461538463,4.614155251141552,9.319148936170214,2.047945205479452,12,1
Iskedyul_ni_Momo___Central_Bikol,103,12,2.0,4.650485436893204,8.583333333333334,2.0097087378640777,2,1
Kolor___Central_Bikol,74,10,1.875,4.635135135135135,7.4,1.5810810810810811,0,1
Kun_Harayo_si_Mama___Central_Bikol,375,46,1.103448275862069,5.053333333333334,8.152173913043478,1.8426666666666667,16,1
Kurong_asin_Tanos___Central_Bikol,106,15,1.0909090909090908,4.462264150943396,7.066666666666666,1.679245283018868,1,1
Magagayon_na_Hayop_sa_Tubig___Central_Bikol-v12022.08.26T024250,181,19,1.3157894736842106,5.005524861878453,9.526315789473685,1.9668508287292819,8,1
Magbilang_Kita_nin_Bitis___Bikol_Central-v12022.08.11T095957,142,12,1.25,4.873239436619718,11.833333333333334,1.9507042253521127,7,1
Magbilang_nin_Sabay___Central_Bikol-v12022.08.25T061128,261,18,1.2352941176470589,4.498084291187739,14.5,1.9885057471264367,5,1
Magbirilang_Kita!___Bikol_Central-v12022.08.11T100425,109,4,2.0,5.3577981651376145,27.25,2.091743119266055,5,1
Magtarabangan_Kita___Central_Bikol,123,9,1.4444444444444444,4.837398373983739,13.666666666666666,1.9593495934959348,1,1
Mga_Kagamitan_Para_aa_Pag-uma___Central_Bikol,122,9,1.2,4.467213114754099,13.555555555555555,1.9672131147540983,0,1
Mga_Kulay_nin_Kinaban!___Central_Bikol-v12022.08.26T020850,204,17,0.0,4.936274509803922,12.0,2.0784313725490198,4,1
Naaraman_Ko___Central_Bikol,59,12,1.0833333333333333,5.711864406779661,4.916666666666667,2.406779661016949,1,1
Nagkakarantang_Bayong_ni_Bounthy___Central_Bikol-v12022.08.26T013423,196,18,1.5625,5.198979591836735,10.88888888888889,2.122448979591837,5,1
Naglalakaw-lakaw_sa_Hardin____Central_Bikol,145,18,2.142857142857143,4.56551724137931,8.055555555555555,1.9379310344827587,2,1
Oras_na_para_Magkarigos_Bonoy_asin_Noboy___Central_Bikol,227,47,1.25,4.224669603524229,4.829787234042553,1.7973568281938326,2,1
Paduman_sa_eskwelahan___Central_Bikol,147,20,1.05,5.142857142857143,7.35,2.108843537414966,1,1
Pagtabang_sa_Gamgam___Central_Bikol,149,18,1.5789473684210527,4.932885906040268,8.277777777777779,2.087248322147651,6,1
Pano_Nakua_kan_mga_Insekto_an_Saindang_Kolor____Central_Bikol,342,31,1.6296296296296295,4.795321637426901,11.03225806451613,1.9619883040935673,14,1
Sarong_Aldaw_sa_Karnibal___Central_Bikol,179,32,1.2608695652173914,5.435754189944134,5.59375,2.0670391061452515,5,1
Siisay_an_Aking_Iyan____Central_Bikol,92,25,0.0,4.326086956521739,3.68,1.7717391304347827,3,1
Siisay_an_Matabang_Sako____Central_Bikol-v12022.08.09T030145,161,17,1.4615384615384615,4.906832298136646,9.470588235294118,2.0,6,1
Si_Goma_Daw_Ito____Central_Bikol,71,18,0.0,3.7464788732394365,3.9444444444444446,1.7605633802816902,0,1
Si_Navy_saka_si_Bora___Bikol_Central-v12022.08.09T032658,126,12,1.25,5.119047619047619,10.5,2.0317460317460316,9,1
Si_Putu_asin_Gutu___Central_Bikol,95,25,0.0,5.28421052631579,3.8,2.0736842105263156,1,1
Si_Tata_saka_si_Toto___Central_Bikol-v12022.08.09T032212,319,38,1.5357142857142858,4.899686520376176,8.394736842105264,2.09717868338558,14,1
Tabangan_an_Ina___Central_Bikol,263,16,1.5,4.756653992395437,16.4375,1.9695817490494296,6,1
Trabaho___Central_Bikol,137,22,0.0,4.802919708029197,6.2272727272727275,1.9708029197080292,2,1
Ukay_asin_Batag___Central_Bikol,231,23,1.736842105263158,4.740259740259741,10.043478260869565,2.012987012987013,3,1
Uya_na_si_Buboy!___Central_Bikol,91,23,2.2,4.747252747252747,3.9565217391304346,1.978021978021978,0,1
Aninipot___Central_Bikol-v12022.08.11T033204,430,66,1.5416666666666667,5.288372093023256,6.515151515151516,2.1488372093023256,14,2
An_Blokeng_may_Madyik___Central_Bikol-v12022.08.10T005241,511,70,1.7073170731707317,4.714285714285714,7.3,1.949119373776908,13,2
An_Lugar_kan_mga_Rosas___Central_Bikol-v12022.08.10T031456,692,47,1.4523809523809523,4.911849710982659,14.72340425531915,2.0289017341040463,25,2
An_Makangangalas_na_mga_Makina_ni_Ammachi___Central_Bikol-v12022.08.11T001629,287,60,1.6153846153846154,4.958188153310105,4.783333333333333,2.0452961672473866,10,2
An_Sakong_Kapamilya___Central_Bikol,222,31,1.3703703703703705,4.545045045045045,7.161290322580645,1.8558558558558558,0,2
An_sakuyang_Ugos_na_Amiga___Central_Bikol,114,15,1.5333333333333334,4.921052631578948,7.6,2.210526315789474,4,2
COVIBOOK___Central_Bikol-v12022.08.11T035702,368,51,1.6486486486486487,5.2146739130434785,7.215686274509804,2.1630434782608696,20,2
Cube_na_Ikos_Cone_na_Ikos___Central_Bikol-v12022.08.11T051439,206,58,1.1081081081081081,5.024271844660194,3.5517241379310347,2.0,7,2
Dai_Pagbagtingon_an_Kampana!___Central_Bikol-v12022.08.11T083246,431,52,1.6176470588235294,5.2459396751740135,8.288461538461538,2.183294663573086,24,2
Kan_Aldaw_na_Nag-uran_nin_mga_Sira___Central_Bikol-v12022.08.11T095613,346,31,1.64,5.078034682080925,11.161290322580646,2.101156069364162,13,2
Kaya_Asin_Dai_Kaya____Central_Bikol,81,26,1.875,4.728395061728395,3.1153846153846154,2.0,0,2
Magigibo_man_Iyan_ni_Duma!___Central_Bikol-v12022.08.11T101435,311,46,1.5714285714285714,4.842443729903537,6.760869565217392,2.080385852090032,15,2
Magtingag_Ka___Central_Bikol-v12022.08.11T102143,345,26,2.5238095238095237,5.142028985507246,13.26923076923077,2.1652173913043478,19,2
Maniwala_Ka_Saro_akong_Kuneho___Central_Bikol,371,46,1.625,5.080862533692723,8.065217391304348,2.115902964959569,12,2
May_Kapareho_Kaya_Ako____Bikol_Central-v12022.08.12T015411,203,31,1.2941176470588236,4.8669950738916254,6.548387096774194,2.0788177339901477,8,2
Mga_Nawawara_asin_Mga_Nahahanap___Central_Bikol,177,26,1.5,4.367231638418079,6.8076923076923075,1.88135593220339,2,2
Mr._Spout___Central_Bikol-v12022.08.12T020737,351,67,1.471698113207547,4.9743589743589745,5.2388059701492535,2.0284900284900287,12,2
Nakakahiling_Akong_Malinaw___Central_Bikol-v12022.09.16T142620,168,33,1.380952380952381,4.613095238095238,5.090909090909091,1.9702380952380953,1,2
Napapasain_an_mga_Naiisip_Ko____Central_Bikol-v12022.08.13T061054,288,32,1.4,5.21875,9.0,2.1458333333333335,14,2
Ngiyaw!_Ngiyaw!___Central_Bikol-v12022.08.13T062610,570,57,2.107142857142857,5.270175438596492,10.0,2.1280701754385967,21,2
Pag_Nag-uran___Central_Bikol-v12022.08.13T064530,244,47,1.3333333333333333,5.118852459016393,5.191489361702128,2.069672131147541,6,2
Pàno_Kun...____Central_Bikol-v12022.08.09T060756,248,32,1.4615384615384615,4.899193548387097,7.75,1.971774193548387,13,2
Rudi___Bikol_Central-v12022.08.09T053328,204,26,1.6470588235294117,5.049019607843137,7.846153846153846,2.1470588235294117,8,2
Sabi_ni_Inay___Central_Bikol,127,18,1.6,4.496062992125984,7.055555555555555,1.8503937007874016,4,2
Sarawayon_na_Ido___Central_Bikol,170,29,1.1785714285714286,4.7176470588235295,5.862068965517241,2.0647058823529414,6,2
Sarong_Marhay_na_Katuod___Central_Bikol-v12022.08.09T052723,386,42,1.625,5.274611398963731,9.19047619047619,2.1528497409326426,24,2
Takot_Ako___Central_Bikol,260,33,1.6,4.5346153846153845,7.878787878787879,2.023076923076923,11,2
Aldaw_saka_Banggi___Central_Bikol-v12022.08.26T020743,277,20,1.35,4.956678700361011,13.85,2.1335740072202167,6,3
Ang_Apat_na_Pagpabakuna_kan_Aki_na_si_Rani___Central_Bikol-v12022.08.26T021851,530,41,1.8108108108108107,4.494339622641509,12.926829268292684,1.9924528301886792,10,3
Ang_Magbabarkda_sa_Kadlagan___Central_Bikol,437,52,1.3255813953488371,4.919908466819222,8.403846153846153,2.0983981693363845,15,3
Ang_Matatakoton_Na_Tren___Central_Bikol,643,43,1.8823529411764706,4.6220839813374806,14.953488372093023,2.032659409020218,20,3
Ang_Siyentista__Doktor_Firdausi_Qadri___Central_Bikol,487,27,1.9523809523809523,5.2731006160164275,18.037037037037038,2.166324435318275,30,3
Aninipot_Ano_an_Igwa_Ka____Central_Bikol,180,22,1.75,4.888888888888889,8.181818181818182,2.0833333333333335,3,3
An_Agom_kan_Parauma___Central_Bikol,957,76,2.9423076923076925,4.979101358411703,12.592105263157896,2.1410658307210033,43,3
An_Aldaw_na_Nagpaeskwelahan_an_mga_Kagulayan.___Central_Bikol,12,1,0.0,5.25,12.0,2.1666666666666665,1,3
An_Amid_asin_an_Sadit_na_Baka___Central_Bikol,502,50,2.4615384615384617,5.03784860557769,10.04,2.1175298804780875,8,3
An_Bagong_Pantalon_para_sa_Bagong_Taon___Central_Bikol,516,49,1.45,4.823643410852713,10.53061224489796,1.998062015503876,16,3
An_Enot_na_Aldaw_ni_Tata_sa_Eskwela___Central_Bikol,518,46,1.7333333333333334,5.239382239382239,11.26086956521739,2.2104247104247103,16,3
An_Higanteng_Bentilador___Central_Bikol-v12022.08.10T020404,503,44,2.4482758620689653,4.900596421471173,11.431818181818182,1.9860834990059641,14,3
An_Ikos_asin_Ayam_Nakakanuod_uro_Aldaw____Central_Bikol-v12022.08.25T072533,556,82,1.515625,4.859712230215828,6.780487804878049,2.102517985611511,8,3
An_Inot_na_Katuod_ni_Iko___Central_Bikol-v12022.07.13T023307,841,83,1.9,4.84423305588585,10.132530120481928,2.116527942925089,33,3
An_Kuneho_asin_an_Baoo_(Na_naman!)___Central_Bikol,489,31,1.7142857142857142,4.842535787321063,15.774193548387096,2.1247443762781186,13,3
An_Madunong_na_Kuneho___Central_Bikol,452,52,1.2553191489361701,5.04424778761062,8.692307692307692,2.1415929203539825,11,3
An_Makangangalas_na_Eksperimento_ni_Anna___Central_Bikol,713,84,1.3725490196078431,5.05890603085554,8.488095238095237,2.115007012622721,30,3
An_Mensahe_sa_Basud___Central_Bikol,439,50,1.2857142857142858,4.997722095671982,8.78,2.123006833712984,11,3
An_Mga_Ulod_sa_Naglalayog_na_Gapo___Central_Bikol-v12022.05.13T024855,954,84,1.5,4.820754716981132,11.357142857142858,2.0283018867924527,38,3
An_Misteryosong_Kawatan___Central_Bikol,640,83,1.75,4.8203125,7.710843373493976,2.03125,20,3
An_Motor_ni_Didi___Central_Bikol,266,23,1.875,4.984962406015038,11.565217391304348,2.1165413533834587,9,3
An_Paghalat_ni_Islaw_sa_Bulalakaw___Central_Bikol-v12022.05.13T025228,861,79,1.7333333333333334,5.044134727061556,10.89873417721519,2.061556329849013,32,3
An_Referee__Zaya_Chakma___Central_Bikol,500,30,1.5714285714285714,5.362,16.666666666666668,2.26,25,3
An_Sadit_na_Rhino_Asin_an_Halangkawon_na_Bisikleta___Central_Bikol,337,33,1.6,4.955489614243324,10.212121212121213,2.083086053412463,9,3
An_Takot_ni_Koneyo___Central_Bikol,307,32,1.4814814814814814,5.06514657980456,9.59375,2.0879478827361564,7,3
Ate__Ate_Tano_Dae_Nahuhulog_an_mga_Bagay_Paitaas____Central_Bikol,1186,91,2.9782608695652173,4.496627318718381,13.032967032967033,1.9713322091062395,17,3
Emma___Central_Bikol-v12022.08.11T084550,481,45,1.9333333333333333,5.1787941787941785,10.688888888888888,2.1600831600831603,23,3
Gurano_Kagabat_an_Magabat____Central_Bikol-v12022.08.11T090318,1029,101,2.3636363636363638,4.501457725947522,10.188118811881187,1.8921282798833818,22,3
Harong_Ko_Ba_Ini____Central_Bikol,714,101,1.4025974025974026,4.7899159663865545,7.069306930693069,2.0294117647058822,13,3
Kan_Magturaok_si_Inok___Central_Bikol-v12022.05.13T000407,785,78,1.71875,5.165605095541402,10.064102564102564,2.245859872611465,52,3
Kilingling___Central_Bikol-v12022.05.17T103928,910,96,1.4444444444444444,5.225274725274725,9.479166666666666,2.1252747252747253,34,3
Kurakog_Kataning_sa_Pagturog___Central_Bikol-v12022.05.13T024430,816,96,1.4022988505747127,5.178921568627451,8.5,2.1519607843137254,44,3
Mamuhay_na_may_Pagkasararo___Central_Bikol,437,37,1.78125,5.31350114416476,11.81081081081081,2.1876430205949657,22,3
Matinabang_na_Gamgam___Central_Bikol-v12022.08.11T103641,490,35,1.606060606060606,4.9918367346938775,14.0,2.036734693877551,17,3
Nagsabay_sa_Bulos_An_Ikus_Asin_Ayam___Central_Bikol,570,104,1.1666666666666667,5.228070175438597,5.480769230769231,2.245614035087719,27,3
Nagtabsong_si_Tiny___Central_Bikol-v12022.08.12T021739,479,48,1.6764705882352942,4.891440501043841,9.979166666666666,2.0062630480167014,17,3
Nagtinir_si_Thu_Ta_sa_Harong___Central_Bikol,467,42,1.1794871794871795,4.443254817987152,11.119047619047619,1.967880085653105,14,3
Nakangirit_Ngunyan_si_Phoe_Tar_Lay___Central_Bikol-v12022.08.12T031715,748,69,1.4833333333333334,4.647058823529412,10.840579710144928,1.9184491978609626,28,3
Paduman_sa_Isla_Para_sa_Pagturuparan___Central_Bikol,597,59,1.4509803921568627,5.008375209380235,10.11864406779661,2.2311557788944723,33,3
Pamaba___Central_Bikol-v12022.05.13T030426,946,110,2.5060240963855422,4.741014799154334,8.6,2.0021141649048624,28,3
Pano_Nakakalupad_an_mga_Eroplano____Central_Bikol,959,79,1.7580645161290323,5.299270072992701,12.139240506329115,2.1929092805005213,41,3
Pàno_Kun____Central_Bikol-v12021.04.26T083928,211,24,3.0,4.649289099526066,8.791666666666666,1.985781990521327,4,3
Satya_Maglikay!___Central_Bikol,506,69,1.8409090909090908,4.792490118577075,7.333333333333333,2.0711462450592886,20,3
Sisay_Ang_Samong_Amigo____Central_Bikol,114,21,1.1333333333333333,4.614035087719298,5.428571428571429,1.956140350877193,1,3
Si_Carla_saka_an_Nawawarang_Kuting___Central_Bikol,243,40,1.34375,4.584362139917696,6.075,1.9300411522633745,1,3
Si_Daisy_na_Makangangalas___Central_Bikol-v12022.08.26T021723,350,46,1.8620689655172413,5.0685714285714285,7.608695652173913,2.145714285714286,11,3
Si_Danny_saka_Si_Carlo___Central_Bikol,443,60,1.441860465116279,4.81038374717833,7.383333333333334,1.979683972911964,9,3
Si_Ikos_asin_Si_Ido_asin_an_saindang_pintang_Hablon_Dawani___Central_Bikol,660,77,1.9,4.445454545454545,8.571428571428571,1.9318181818181819,9,3
Si_Ikos_saka_Ayam_nagkawat_nin_Soccer___Central_Bikol,536,163,1.360655737704918,4.755597014925373,3.2883435582822087,2.078358208955224,15,3
Si_Labsay_kan_Dakulang_Bukid___Central_Bikol-v12022.05.13T025635,1091,115,1.53,4.94500458295142,9.486956521739131,2.082493125572869,40,3
Si_Mimay_asin_an_Saiyang_Lalong___Central_Bikol,526,89,1.4705882352941178,4.690114068441065,5.910112359550562,1.9980988593155893,9,3
Talsot_na_Ikos_si_Moli___Central_Bikol-v12022.08.25T040349,522,48,1.4222222222222223,4.6513409961685825,10.875,2.0268199233716473,16,3
The_Factory_Worker___Central_Bikol,436,34,1.8,5.004587155963303,12.823529411764707,2.1055045871559632,14,3
Tugang_na_Kulang_an_Ngipon___Central_Bikol,527,59,1.3269230769230769,4.967741935483871,8.932203389830509,2.1005692599620494,16,3
Tulod_Tulod_Dali_Dali___Central_Bikol-v12022.08.25T060922,296,59,1.5,4.429054054054054,5.016949152542373,1.8412162162162162,0,3
