book_title,word_count,sentence_count,phrase_count_per_sentence,average_word_len,average_sentence_len,average_syllable_count,polysyll_count,consonant_cluster_density,v_density,cv_density,vc_density,cvc_density,vcc_density,cvcc_density,ccvc_density,ccv_density,ccvcc_density,ccvccc_density,tagalog_bigram_sim,bikol_bigram_sim,cebuano_bigram_sim,tagalog_trigram_sim,bikol_trigram_sim,cebuano_trigam_sim,grade_level
Haluhalo Espesyal.txt,566,57,1.630434783,4.747349823,9.929824561,1.987632509,12,0.46819788,1.987632509,1.724381625,1.492932862,0.890459364,0.379858657,0.293286219,0.132508834,0.208480565,0.03180212,0.003533569,0.755587256,0.744650499,0.734664765,0.332239002,0.269205515,0.319763624,1
Hating Kapatid.txt,672,88,1.512820513,4.589285714,7.636363636,1.953869048,7,0.391369048,1.953869048,1.714285714,1.410714286,0.833333333,0.354166667,0.255952381,0.084821429,0.138392857,0.023809524,0,0.798917569,0.790174854,0.759783514,0.35225956,0.292584009,0.305330243,1
Isang Mayang Uhaw.txt,162,18,1.055555556,4.271604938,9,1.913580247,1,0.265432099,1.913580247,1.518518519,1.395061728,0.722222222,0.25308642,0.111111111,0.037037037,0.055555556,0.018518519,0,0.733459357,0.735349716,0.678638941,0.31147541,0.210382514,0.265027322,1
Isang Taon na si Beth.txt,80,17,0,4.6875,4.705882353,1.9625,0,0.525,1.9625,1.6125,1.4625,0.8375,0.475,0.3875,0.0875,0.1625,0.0125,0,0.823728814,0.816949153,0.738983051,0.4,0.279069767,0.339534884,1
Kain Kumain Kinain.fil.txt,58,10,1.181818182,5.310344828,5.8,2.103448276,1,0.448275862,2.103448276,1.879310345,1.913793103,1.051724138,0.396551724,0.24137931,0.086206897,0.103448276,0.017241379,0,0.726530612,0.648979592,0.702040816,0.295081967,0.218579235,0.262295082,1
Kayo ba ang Nanay Ko.txt,188,39,1.310344828,4.031914894,4.820512821,1.760638298,0,0.287234043,1.760638298,1.558510638,1.154255319,0.622340426,0.265957447,0.164893617,0.015957447,0.079787234,0,0,0.789473684,0.764912281,0.757894737,0.413612565,0.314136126,0.397905759,1
Kung Dalawa Kami.fil.txt,112,14,1.6,4.669642857,8,1.973214286,3,0.455357143,1.973214286,1.678571429,1.464285714,0.839285714,0.419642857,0.330357143,0.107142857,0.1875,0.008928571,0,0.7617866,0.714640199,0.729528536,0.364583333,0.232638889,0.302083333,1
Limang Munting Isda.fil.txt,68,11,1.083333333,5.294117647,6.181818182,2.014705882,1,0.720588235,2.014705882,1.779411765,1.735294118,0.955882353,0.691176471,0.573529412,0.132352941,0.264705882,0.073529412,0,0.751724138,0.751724138,0.75862069,0.359090909,0.340909091,0.359090909,1
Madyik Banig.fil.txt,86,16,0,5.011627907,5.375,2.093023256,0,0.395348837,2.093023256,1.872093023,1.662790698,1.011627907,0.360465116,0.255813953,0.186046512,0.220930233,0.046511628,0,0.68115942,0.707246377,0.669565217,0.243243243,0.208494208,0.239382239,1
Mag-ehersisyo Tayo!.fil.txt,90,15,3.266666667,5.066666667,6,2.288888889,6,0.4,2.288888889,1.911111111,1.666666667,0.955555556,0.377777778,0.266666667,0.133333333,0.266666667,0.055555556,0.022222222,0.727019499,0.701949861,0.671309192,0.25095057,0.182509506,0.209125475,1
Marios Special Day.txt,236,34,1.230769231,4.56779661,6.941176471,1.995762712,3,0.360169492,1.995762712,1.75,1.347457627,0.809322034,0.283898305,0.216101695,0.110169492,0.216101695,0.021186441,0,0.752675386,0.739595719,0.72175981,0.30794702,0.235099338,0.278145695,1
Matandang Matabang Pusa.fil.txt,81,5,2.5,5.469135802,16.2,2.234567901,0,0.518518519,2.234567901,2.086419753,1.827160494,1.135802469,0.432098765,0.345679012,0.111111111,0.197530864,0.049382716,0,0.793871866,0.799442897,0.782729805,0.341818182,0.349090909,0.272727273,1
Naaay! Taaay!.txt,192,28,9,4.6875,6.857142857,1.963541667,4,0.40625,1.963541667,1.729166667,1.432291667,0.869791667,0.338541667,0.265625,0.078125,0.140625,0.03125,0,0.627192982,0.59502924,0.596491228,0.256302521,0.216386555,0.222689076,1
Papas House Mamas House.txt,574,66,1.826923077,4.496515679,8.696969697,1.923344948,12,0.379790941,1.923344948,1.644599303,1.383275261,0.806620209,0.294425087,0.219512195,0.106271777,0.18989547,0.013937282,0.00174216,0.776388194,0.762381191,0.737868934,0.353065539,0.26286117,0.291050035,1
Pitong Puting Aso sa Tabi ng Poso.fil.txt,181,22,1.173913043,4.552486188,8.227272727,1.790055249,1,0.585635359,1.790055249,1.569060773,1.375690608,0.801104972,0.524861878,0.403314917,0.093922652,0.143646409,0.049723757,0,0.713395639,0.64953271,0.663551402,0.360086768,0.223427332,0.240780911,1
Sampung Gamugamo.fil.txt,94,11,1.166666667,5.361702128,8.545454545,2.074468085,2,0.64893617,2.074468085,1.936170213,1.734042553,1.20212766,0.574468085,0.372340426,0.265957447,0.29787234,0.159574468,0,0.804455446,0.75990099,0.804455446,0.281553398,0.197411003,0.317152104,1
Si Aling Oktopoda.txt,177,17,1.529411765,5.15819209,10.41176471,2.13559322,3,0.542372881,2.13559322,1.853107345,1.706214689,0.960451977,0.474576271,0.333333333,0.141242938,0.197740113,0.04519774,0,0.75273224,0.777322404,0.759562842,0.344827586,0.283121597,0.317604356,1
Si Daginding.txt,290,38,1.84375,5.15862069,7.631578947,2.110344828,3,0.496551724,2.110344828,1.879310345,1.734482759,1.062068966,0.437931034,0.306896552,0.196551724,0.224137931,0.051724138,0.003448276,0.797150042,0.769488684,0.751047779,0.36741573,0.286516854,0.296629213,1
Si Martin ang Lawing Malabo ang Paningin.fil.txt,113,17,1.125,5.10619469,6.647058824,1.982300885,2,0.566371681,1.982300885,1.831858407,1.672566372,1.07079646,0.486725664,0.415929204,0.221238938,0.256637168,0.03539823,0,0.782608696,0.752173913,0.736956522,0.364431487,0.233236152,0.306122449,1
Si Pilong Patago-tago.txt,267,93,1.826086957,4.382022472,2.870967742,2.037453184,7,0.228464419,2.037453184,1.808988764,1.277153558,0.74906367,0.183520599,0.153558052,0.086142322,0.131086142,0.007490637,0,0.763128492,0.725139665,0.751955307,0.356913183,0.213826367,0.336012862,1
Si Wako.txt,169,27,1.16,4.644970414,6.259259259,1.98816568,2,0.426035503,1.98816568,1.786982249,1.384615385,0.857988166,0.331360947,0.25443787,0.124260355,0.218934911,0.029585799,0.00591716,0.75732899,0.768729642,0.750814332,0.334085779,0.273137698,0.306997743,1
Aginaldo.fil,489,58,1.647058824,4.783231084,8.431034483,1.926380368,7,0.531697342,1.926380368,1.670756646,1.523517382,0.916155419,0.482617587,0.345603272,0.171779141,0.27402863,0.040899796,0.00408998,0.735600658,0.73230938,0.710916072,0.279577995,0.247927656,0.245666918,2
Alamat ng Ampalaya ,706,71,2.169811321,5.033994334,9.943661972,2.07082153,35,0.485835694,2.07082153,1.796033994,1.668555241,0.920679887,0.393767705,0.253541076,0.147308782,0.211048159,0.033994334,0.007082153,0.813143872,0.787211368,0.801065719,0.366426859,0.266666667,0.339088729,2
Alamat ng Palay,582,60,0,4.695876289,9.7,1.934707904,8,0.432989691,1.934707904,1.658075601,1.527491409,0.845360825,0.317869416,0.226804124,0.097938144,0.175257732,0.025773196,0.001718213,0.796071094,0.764265669,0.788587465,0.354274611,0.299222798,0.307642487,2
Ang Barumbadong Bus,487,72,0,4.560574949,6.763888889,1.891170431,7,0.41889117,1.891170431,1.671457906,1.410677618,0.86036961,0.353182752,0.275154004,0.114989733,0.188911704,0.014373717,0.008213552,0.788338192,0.774927114,0.774344023,0.354200988,0.284184514,0.314662273,2
Ang Bisikleta ni Momon,327,46,0,5.168195719,7.108695652,2.204892966,14,0.434250765,2.204892966,1.948012232,1.691131498,0.944954128,0.373088685,0.28440367,0.155963303,0.204892966,0.018348624,0,0.729429207,0.71608599,0.71237954,0.315217391,0.251976285,0.285573123,2
Ang Hukuman ni Sinukuan,652,58,0,4.81595092,11.24137931,2.067484663,17,0.369631902,2.067484663,1.828220859,1.541411043,0.884969325,0.326687117,0.253067485,0.110429448,0.180981595,0.015337423,0.001533742,0.792254942,0.780153288,0.78741428,0.355335534,0.275577558,0.304730473,2
Ang Itim Na Kuting,487,59,0,4.889117043,8.254237288,2.082135524,13,0.515400411,2.082135524,1.681724846,1.435318275,0.850102669,0.416837782,0.308008214,0.154004107,0.246406571,0.026694045,0,0.717553191,0.711702128,0.698404255,0.332367849,0.264301231,0.294713975,2
Ang Kamatis ni Peles,373,39,1.694444444,4.761394102,9.564102564,1.946380697,3,0.445040214,1.946380697,1.73458445,1.520107239,0.914209115,0.36461126,0.286863271,0.136729223,0.219839142,0.024128686,0,0.72122945,0.694781987,0.685489635,0.311523438,0.278320313,0.270507813,2
Ang Madyik Silya Ni Titoy,541,92,0,4.744916821,5.880434783,2.053604436,17,0.42883549,2.053604436,1.707948244,1.410351201,0.833641405,0.338262477,0.25323475,0.109057301,0.229205176,0.018484288,0,0.729716277,0.700348432,0.708312593,0.316655243,0.22892392,0.265935572,2
Ang Mahiyaing Manok,380,50,0,5.276315789,7.6,2.260526316,18,0.523684211,2.260526316,1.805263158,1.702631579,0.971052632,0.473684211,0.331578947,0.221052632,0.289473684,0.039473684,0.002631579,0.67565872,0.658720201,0.659974906,0.298407376,0.257334451,0.295054484,2
Ang Makapangyarihang Kyutiks ni Mama.fil,487,60,0,4.706365503,8.116666667,1.94661191,14,0.472279261,1.94661191,1.702258727,1.46201232,0.887063655,0.379876797,0.287474333,0.12936345,0.215605749,0.022587269,0,0.752093802,0.733109994,0.727526521,0.32898773,0.282208589,0.300613497,2
Ang Pag-itim ng Uwak.fil,462,46,0,4.70995671,10.04347826,2,7,0.38961039,2,1.69047619,1.554112554,0.906926407,0.333333333,0.227272727,0.114718615,0.158008658,0.010822511,0,0.7989449,0.782532239,0.779601407,0.336297494,0.278900566,0.31851253,2
Ang Panganay.fil,407,42,0,5.147420147,9.69047619,2.179361179,23,0.488943489,2.179361179,1.837837838,1.705159705,0.945945946,0.388206388,0.294840295,0.14987715,0.218673219,0.017199017,0.002457002,0.788347206,0.774673008,0.762187872,0.351968504,0.306299213,0.312598425,2
Ang Tikbalang Kung Kabilugan ng Buwan,126,12,0,5.19047619,10.5,2.031746032,3,0.650793651,2.031746032,1.746031746,1.634920635,1.007936508,0.571428571,0.412698413,0.246031746,0.293650794,0.119047619,0.007936508,0.783938815,0.764818356,0.757170172,0.329949239,0.274111675,0.324873096,2
Anim na Daliri.fil,150,14,0,4.38,10.71428571,1.833333333,0,0.393333333,1.833333333,1.48,1.44,0.813333333,0.34,0.226666667,0.08,0.133333333,0.02,0,0.795131846,0.76673428,0.772819473,0.448680352,0.302052786,0.360703812,2
Apolakus!,782,96,0,4.89258312,8.145833333,2.031969309,33,0.480818414,2.031969309,1.786445013,1.562659847,0.92455243,0.410485934,0.306905371,0.143222506,0.235294118,0.023017903,0.001278772,0.750497678,0.742866622,0.736894492,0.361702128,0.298777727,0.320054323,2
Asul na Araw,552,55,0,4.650362319,10.03636364,1.934782609,14,0.489130435,1.934782609,1.596014493,1.507246377,0.826086957,0.393115942,0.28442029,0.153985507,0.201086957,0.041666667,0.001811594,0.757150025,0.709483191,0.71751129,0.355153203,0.264623955,0.328690808,2
Bakit Matagal ang Sundo Ko,860,119,0,4.63255814,7.226890756,1.952325581,28,0.446511628,1.952325581,1.656976744,1.377906977,0.811627907,0.354651163,0.263953488,0.123255814,0.227906977,0.026744186,0.003488372,0.710280374,0.70351273,0.683854335,0.319661168,0.242978154,0.285777976,2
Bertdey ni Dyisus Bukas.fil,350,27,0,4.742857143,12.96296296,1.86,9,0.52,1.86,1.64,1.491428571,0.928571429,0.394285714,0.285714286,0.214285714,0.308571429,0.048571429,0.011428571,0.66461064,0.66538165,0.640709329,0.241269841,0.191534392,0.183068783,2
Bilog na Itlog,282,39,0,4.815602837,7.230769231,1.989361702,4,0.407801418,1.989361702,1.755319149,1.595744681,0.897163121,0.326241135,0.262411348,0.102836879,0.163120567,0.003546099,0,0.732645403,0.728893058,0.703564728,0.31056701,0.25128866,0.292525773,2
Boy with No Face.fil,110,10,0,4.845454545,11,1.963636364,5,0.563636364,1.963636364,1.736363636,1.472727273,0.909090909,0.436363636,0.327272727,0.181818182,0.290909091,0.036363636,0,0.816229117,0.806682578,0.794749403,0.359223301,0.313915858,0.365695793,2
Bru-ha-ha-ha-ha-ha... Bru-hi-hi-hi-hi-hi,479,84,0,5.300626305,5.702380952,2.198329854,33,0.503131524,2.198329854,1.993736952,1.713987474,1.012526096,0.369519833,0.271398747,0.169102296,0.250521921,0.025052192,0.006263048,0.746932515,0.73006135,0.718813906,0.39070443,0.291212781,0.330428468,2
Chenelyn Chenelyn!,591,101,0,4.96108291,5.851485149,2,17,0.560067682,2,1.746192893,1.526226734,0.883248731,0.458544839,0.335025381,0.204737733,0.302876481,0.035532995,0.005076142,0.678540773,0.694849785,0.668240343,0.303240741,0.239583333,0.269675926,2
Dalawang Dagang Bulag,79,12,0,5.924050633,6.583333333,2.341772152,1,0.556962025,2.341772152,2.189873418,2.126582278,1.341772152,0.53164557,0.455696203,0.126582278,0.139240506,0.012658228,0,0.841558442,0.820779221,0.841558442,0.403278689,0.278688525,0.31147541,2
Disko sa Kanto.fil,121,14,1.461538462,5.198347107,8.642857143,2.115702479,3,0.685950413,2.115702479,1.768595041,1.636363636,0.975206612,0.611570248,0.421487603,0.239669421,0.41322314,0.074380165,0.008264463,0.653923541,0.633802817,0.625754527,0.218918919,0.191891892,0.183783784,2
Dragong Pula.fil,610,73,1.225352113,4.81147541,8.356164384,1.97704918,8,0.52295082,1.97704918,1.719672131,1.532786885,0.831147541,0.386885246,0.240983607,0.147540984,0.218032787,0.032786885,0,0.77139153,0.742437338,0.74286949,0.379208506,0.284701713,0.335499114,2
EDSA,84,1,0,5.988095238,84,2.357142857,7,0.797619048,2.357142857,2.107142857,1.964285714,1.166666667,0.726190476,0.55952381,0.333333333,0.428571429,0.107142857,0.011904762,0.751207729,0.734299517,0.717391304,0.290519878,0.217125382,0.244648318,2
Gamugamo sa Poste.fil,572,66,1.481481481,4.938811189,8.666666667,2.033216783,15,0.48951049,2.033216783,1.805944056,1.583916084,0.984265734,0.416083916,0.312937063,0.199300699,0.262237762,0.022727273,0,0.688032273,0.66337965,0.64634693,0.278419453,0.232218845,0.251671733,2
Gustong Mag-aral ni Sula,582,56,1.327272727,4.670103093,10.39285714,1.993127148,9,0.391752577,1.993127148,1.735395189,1.498281787,0.871134021,0.324742268,0.243986254,0.087628866,0.128865979,0.015463918,0,0.8173258,0.783427495,0.790489642,0.475911458,0.330078125,0.399739583,2
Handa Ako inside pages,3703,359,1.475524476,5.011612206,10.31476323,2.048609236,127,0.543613287,2.048609236,1.732919255,1.602484472,0.923575479,0.435322711,0.304887929,0.182284634,0.281663516,0.052660005,0.006481231,0.707585369,0.691591308,0.69051154,0.273250067,0.238206488,0.244406506,2
How Long Till September,962,91,1.405063291,4.840956341,10.57142857,1.992723493,18,0.494802495,1.992723493,1.726611227,1.506237006,0.884615385,0.38981289,0.27962578,0.148648649,0.245322245,0.036382536,0.008316008,0.762086862,0.738596012,0.732313576,0.330213403,0.260950955,0.294271808,2
Istorya ni Dodong.fil,637,58,1.473684211,4.678178964,10.98275862,1.989010989,21,0.47566719,1.989010989,1.62166405,1.469387755,0.835164835,0.395604396,0.309262166,0.160125589,0.237048666,0.034536892,0.001569859,0.776827704,0.750748183,0.760153912,0.367957746,0.294600939,0.339201878,2
Klasmeyt.fil,422,62,1.305084746,4.796208531,6.806451613,1.992890995,7,0.485781991,1.992890995,1.763033175,1.483412322,0.890995261,0.390995261,0.272511848,0.17535545,0.265402844,0.04028436,0.004739336,0.669603524,0.662051605,0.641283826,0.269896194,0.207612457,0.226643599,2
Mabuhay ang Filipinas!.fil,310,37,1.351351351,5.396774194,8.378378378,2.3,26,0.551612903,2.3,1.951612903,1.748387097,0.967741935,0.441935484,0.280645161,0.174193548,0.293548387,0.048387097,0.009677419,0.677466863,0.659793814,0.6634757,0.265580058,0.234899329,0.254074784,2
Makinang Makinang,985,93,2.0375,4.67715736,10.59139785,1.94822335,23,0.421319797,1.94822335,1.689340102,1.474111675,0.831472081,0.337055838,0.254822335,0.098477157,0.149238579,0.023350254,0.008121827,0.79082774,0.76090604,0.772651007,0.37782982,0.302498048,0.369633099,2
May Higante sa Aming Bahay,808,68,1.880952381,4.857673267,11.88235294,2.01980198,16,0.464108911,2.01980198,1.761138614,1.570544554,0.905940594,0.387376238,0.309405941,0.136138614,0.214108911,0.028465347,0.002475248,0.805645685,0.78780013,0.786826736,0.376875552,0.297440424,0.33451015,2
May mga Bulaklak.fil,125,14,1.285714286,4.864,8.928571429,1.936,5,0.504,1.936,1.744,1.536,0.96,0.352,0.272,0.232,0.384,0.04,0,0.747390397,0.741127349,0.782881002,0.339031339,0.225071225,0.287749288,2
May Pera sa Basura.fil,188,14,2.857142857,4.888297872,13.42857143,1.968085106,1,0.531914894,1.968085106,1.664893617,1.64893617,0.95212766,0.478723404,0.367021277,0.138297872,0.207446809,0.042553191,0,0.711538462,0.673076923,0.674450549,0.238970588,0.193014706,0.215073529,2
May Tatlong Palaka,138,15,8,5.239130435,9.2,2.086956522,2,0.405797101,2.086956522,1.985507246,1.811594203,1.130434783,0.34057971,0.239130435,0.166666667,0.217391304,0.079710145,0.007246377,0.834782609,0.824347826,0.806956522,0.297235023,0.230414747,0.260368664,2
Munting Ningas-apoy.fil,521,52,1.777777778,5.166986564,10.01923077,2.088291747,9,0.552783109,2.088291747,1.865642994,1.685220729,1.053742802,0.472168906,0.353166987,0.22840691,0.312859885,0.067178503,0.003838772,0.762172285,0.733146067,0.737359551,0.341494036,0.27306968,0.291274325,2
Munting Patak-Ulan,528,63,1.34375,4.772727273,8.380952381,2.007575758,4,0.426136364,2.007575758,1.761363636,1.534090909,0.935606061,0.320075758,0.221590909,0.107954545,0.191287879,0.060606061,0,0.780549898,0.741344196,0.769857434,0.413352273,0.284801136,0.355823864,2
Munting Sinag-araw.fil,287,35,1.166666667,4.867595819,8.2,1.975609756,0,0.491289199,1.975609756,1.759581882,1.554006969,0.947735192,0.411149826,0.257839721,0.153310105,0.219512195,0.076655052,0,0.825411335,0.798903108,0.765996344,0.413619168,0.330390921,0.325346784,2
Nang Magkakulay ang Nayon,397,68,1.140625,4.818639798,5.838235294,1.982367758,2,0.468513854,1.982367758,1.680100756,1.571788413,0.879093199,0.347607053,0.221662469,0.115869018,0.201511335,0.022670025,0,0.786994028,0.745852687,0.761778368,0.33030853,0.266787659,0.320326679,2
Nasaan si Kuya Emil.fil,619,90,1.303030303,4.815831987,6.877777778,2.038772213,19,0.44911147,2.038772213,1.778675283,1.516962843,0.943457189,0.39095315,0.295638126,0.1453958,0.216478191,0.030694669,0.004846527,0.75734355,0.731800766,0.72115794,0.362048894,0.274738068,0.320721769,2
Nawawala si Muningning,205,18,1.764705882,5.082926829,11.38888889,2.024390244,6,0.536585366,2.024390244,1.765853659,1.682926829,1.03902439,0.468292683,0.380487805,0.234146341,0.282926829,0.048780488,0.004878049,0.764560099,0.745972739,0.753407683,0.328257191,0.252115059,0.297800338,2
Nemo Ang Batang Papel_Fil_Eng,498,53,1.681818182,5.104417671,9.396226415,2.124497992,17,0.493975904,2.124497992,1.913654618,1.614457831,0.977911647,0.423694779,0.319277108,0.136546185,0.232931727,0.026104418,0.002008032,0.789940828,0.755424063,0.781065089,0.382585752,0.296833773,0.345646438,2
Noong Unang Panahon,796,80,1.415584416,4.613065327,9.95,1.961055276,9,0.412060302,1.961055276,1.629396985,1.471105528,0.788944724,0.315326633,0.192211055,0.092964824,0.154522613,0.013819095,0,0.779519331,0.771856496,0.76907001,0.344096386,0.261686747,0.312771084,2
Papel de Liha,611,78,2.074626866,4.51391162,7.833333333,1.877250409,6,0.346972177,1.877250409,1.651391162,1.423895254,0.877250409,0.315875614,0.234042553,0.144026187,0.201309329,0.031096563,0,0.774117647,0.723294118,0.724235294,0.327309237,0.210843373,0.257697456,2
Parisukat.fil,130,25,1.038461538,5.107692308,5.2,2.215384615,2,0.315384615,2.215384615,2.015384615,1.761538462,1.015384615,0.253846154,0.2,0.092307692,0.184615385,0.038461538,0.007692308,0.734104046,0.664739884,0.674373796,0.258397933,0.19121447,0.206718346,2
Patrolman Ngiyaw.fil,210,24,1.545454545,5.223809524,8.75,2.071428571,3,0.628571429,2.071428571,1.861904762,1.685714286,1.019047619,0.523809524,0.371428571,0.266666667,0.428571429,0.080952381,0.004761905,0.712826334,0.695800227,0.687854711,0.282511211,0.243647235,0.252615845,2
Roberto Santos Caracaromata.fil,306,18,2.526315789,5.401960784,17,2.173202614,13,0.666666667,2.173202614,1.911764706,1.767973856,1.068627451,0.598039216,0.483660131,0.248366013,0.39869281,0.10130719,0.003267974,0.716114458,0.701807229,0.671686747,0.273891626,0.245320197,0.231527094,2
Sampung Magkakaibigan,483,63,1.4375,4.540372671,7.666666667,1.964803313,12,0.387163561,1.964803313,1.739130435,1.300207039,0.83436853,0.34989648,0.262939959,0.124223602,0.227743271,0.014492754,0.004140787,0.741460542,0.740282686,0.719081272,0.314214464,0.23358271,0.273482959,2
Si Busol at ang mga Ibaloy.fil,328,59,1.45,4.789634146,5.559322034,1.954268293,3,0.451219512,1.954268293,1.670731707,1.591463415,0.893292683,0.338414634,0.237804878,0.106707317,0.204268293,0.018292683,0,0.710483871,0.733064516,0.728225806,0.305494505,0.26043956,0.249450549,2
Si Dilat si Kindat si Kurap si Pikit.fil,358,23,4,4.578212291,15.56521739,1.555865922,0,0.62849162,1.555865922,1.335195531,1.402234637,0.877094972,0.586592179,0.466480447,0.083798883,0.100558659,0.041899441,0.002793296,0.772207564,0.73526825,0.737906772,0.29144385,0.25802139,0.276737968,2
Si Dindo Pundido,557,71,1.5625,4.872531418,7.845070423,2.010771993,15,0.468581688,2.010771993,1.797127469,1.565529623,0.951526032,0.414721724,0.312387792,0.13464991,0.228007181,0.037701975,0,0.792153199,0.755254554,0.758991126,0.33439288,0.28862047,0.325492689,2
Si Emang Engkantada at ang Tatlong Haragan,463,78,1.311688312,4.626349892,5.935897436,1.911447084,1,0.429805616,1.911447084,1.678185745,1.451403888,0.904967603,0.365010799,0.252699784,0.140388769,0.207343413,0.062634989,0,0.778042959,0.781622912,0.740453461,0.343801653,0.304132231,0.27107438,2
Si Hugo hunyango,364,38,1.548387097,4.711538462,9.578947368,1.931318681,2,0.467032967,1.931318681,1.728021978,1.486263736,0.892857143,0.365384615,0.25,0.112637363,0.200549451,0.041208791,0,0.740905716,0.742390497,0.771343727,0.344546381,0.261977574,0.329255861,2
Si Langgam at si Tipaklong,320,31,1.8,5.125,10.32258065,2.09375,11,0.484375,2.09375,1.821875,1.71875,0.996875,0.446875,0.33125,0.1875,0.25,0.05,0.003125,0.784178187,0.778033794,0.753456221,0.32885212,0.264736298,0.268872802,2
Si Lola Apura at si Lolo Un Momento,483,67,1.481481481,4.718426501,7.208955224,2.076604555,19,0.327122153,2.076604555,1.778467909,1.532091097,0.884057971,0.293995859,0.236024845,0.113871636,0.169772257,0.010351967,0,0.774789916,0.791036415,0.748459384,0.318392581,0.271251932,0.262751159,2
Si Makisig.fil,438,49,1.65,5.052511416,8.93877551,2.100456621,11,0.447488584,2.100456621,1.913242009,1.643835616,0.988584475,0.363013699,0.269406393,0.116438356,0.194063927,0.025114155,0,0.810227273,0.786931818,0.786363636,0.356979405,0.279176201,0.33180778,2
Si Monica Dalosdalos.fil,174,21,1.555555556,5.097701149,8.285714286,2.109195402,1,0.402298851,2.109195402,1.890804598,1.752873563,0.994252874,0.362068966,0.212643678,0.120689655,0.132183908,0.040229885,0,0.775106082,0.762376238,0.753889675,0.342105263,0.280075188,0.312030075,2
Si Pagong at Si Matsing,589,95,1.641791045,4.628183362,6.2,1.903225806,5,0.460101868,1.903225806,1.674023769,1.443123939,0.865874363,0.421052632,0.303904924,0.132427844,0.169779287,0.067911715,0,0.819294118,0.808941176,0.808,0.391617551,0.314996726,0.322200393,2
