book_title,consonant_cluster_density,v_density,cv_density,vc_density,cvc_density,vcc_density,cvcc_density,ccvc_density,ccv_density,ccvcc_density,ccvccc_density,grade_level
Kayo ba ang Nanay Ko.txt,0.2872340425531915,1.7606382978723405,1.5585106382978724,1.1542553191489362,0.6223404255319149,0.26595744680851063,0.16489361702127658,0.015957446808510637,0.0797872340425532,0.0,0.0,1
Kung Dalawa Kami.fil.txt,0.45535714285714285,1.9732142857142858,1.6785714285714286,1.4642857142857142,0.8392857142857143,0.41964285714285715,0.33035714285714285,0.10714285714285714,0.1875,0.008928571428571428,0.0,1
Limang Munting Isda.fil.txt,0.7205882352941176,2.014705882352941,1.7794117647058822,1.7352941176470589,0.9558823529411765,0.6911764705882353,0.5735294117647058,0.1323529411764706,0.2647058823529412,0.07352941176470588,0.0,1
Madyik Banig.fil.txt,0.3953488372093023,2.0930232558139537,1.872093023255814,1.6627906976744187,1.0116279069767442,0.36046511627906974,0.2558139534883721,0.18604651162790697,0.22093023255813954,0.046511627906976744,0.0,1
Mag-ehersisyo Tayo!.fil.txt,0.4,2.2888888888888888,1.9111111111111112,1.6666666666666667,0.9555555555555556,0.37777777777777777,0.26666666666666666,0.13333333333333333,0.26666666666666666,0.05555555555555555,0.022222222222222223,1
Marios Special Day.txt,0.3601694915254237,1.9957627118644068,1.75,1.347457627118644,0.809322033898305,0.2838983050847458,0.21610169491525424,0.11016949152542373,0.21610169491525424,0.0211864406779661,0.0,1
Matandang Matabang Pusa.fil.txt,0.5185185185185185,2.234567901234568,2.0864197530864197,1.8271604938271604,1.1358024691358024,0.43209876543209874,0.345679012345679,0.1111111111111111,0.19753086419753085,0.04938271604938271,0.0,1
Naaay! Taaay!.txt,0.40625,1.9635416666666667,1.7291666666666667,1.4322916666666667,0.8697916666666666,0.3385416666666667,0.265625,0.078125,0.140625,0.03125,0.0,1
Papas House Mamas House.txt,0.3797909407665505,1.9233449477351916,1.6445993031358885,1.3832752613240418,0.8066202090592335,0.29442508710801396,0.21951219512195122,0.10627177700348432,0.18989547038327526,0.013937282229965157,0.0017421602787456446,1
Pitong Puting Aso sa Tabi ng Poso.fil.txt,0.585635359116022,1.7900552486187846,1.569060773480663,1.3756906077348066,0.8011049723756906,0.5248618784530387,0.40331491712707185,0.09392265193370165,0.143646408839779,0.049723756906077346,0.0,1
Sampung Gamugamo.fil.txt,0.648936170212766,2.074468085106383,1.9361702127659575,1.7340425531914894,1.202127659574468,0.574468085106383,0.3723404255319149,0.26595744680851063,0.2978723404255319,0.1595744680851064,0.0,1
Si Aling Oktopoda.txt,0.5423728813559322,2.135593220338983,1.8531073446327684,1.7062146892655368,0.96045197740113,0.4745762711864407,0.3333333333333333,0.14124293785310735,0.1977401129943503,0.04519774011299435,0.0,1
Si Daginding.txt,0.496551724137931,2.110344827586207,1.8793103448275863,1.7344827586206897,1.0620689655172413,0.4379310344827586,0.30689655172413793,0.19655172413793104,0.22413793103448276,0.05172413793103448,0.0034482758620689655,1
Si Martin ang Lawing Malabo ang Paningin.fil.txt,0.5663716814159292,1.9823008849557522,1.831858407079646,1.6725663716814159,1.0707964601769913,0.48672566371681414,0.415929203539823,0.22123893805309736,0.25663716814159293,0.035398230088495575,0.0,1
Si Pilong Patago-tago.txt,0.22846441947565543,2.0374531835205993,1.8089887640449438,1.2771535580524345,0.7490636704119851,0.18352059925093633,0.15355805243445692,0.08614232209737828,0.13108614232209737,0.00749063670411985,0.0,1
Si Wako.txt,0.4260355029585799,1.9881656804733727,1.78698224852071,1.3846153846153846,0.8579881656804734,0.33136094674556216,0.25443786982248523,0.1242603550295858,0.21893491124260356,0.029585798816568046,0.005917159763313609,1
Aginaldo.fil,0.5316973415132924,1.9263803680981595,1.670756646216769,1.5235173824130879,0.9161554192229039,0.48261758691206547,0.3456032719836401,0.17177914110429449,0.2740286298568507,0.0408997955010225,0.00408997955010225,2
Alamat ng Ampalaya ,0.48583569405099153,2.0708215297450425,1.7960339943342776,1.6685552407932012,0.9206798866855525,0.3937677053824363,0.2535410764872521,0.14730878186968838,0.21104815864022664,0.0339943342776204,0.007082152974504249,2
Alamat ng Palay,0.4329896907216495,1.9347079037800687,1.6580756013745706,1.5274914089347078,0.845360824742268,0.3178694158075601,0.2268041237113402,0.0979381443298969,0.17525773195876287,0.02577319587628866,0.001718213058419244,2
Ang Barumbadong Bus,0.4188911704312115,1.891170431211499,1.6714579055441479,1.4106776180698153,0.8603696098562629,0.3531827515400411,0.2751540041067762,0.11498973305954825,0.188911704312115,0.014373716632443531,0.008213552361396304,2
Ang Bisikleta ni Momon,0.43425076452599387,2.2048929663608563,1.9480122324159022,1.691131498470948,0.944954128440367,0.3730886850152905,0.28440366972477066,0.1559633027522936,0.20489296636085627,0.01834862385321101,0.0,2
Ang Hukuman ni Sinukuan,0.3696319018404908,2.067484662576687,1.8282208588957056,1.5414110429447854,0.8849693251533742,0.3266871165644172,0.25306748466257667,0.11042944785276074,0.18098159509202455,0.015337423312883436,0.0015337423312883436,2
Ang Itim Na Kuting,0.5154004106776181,2.082135523613963,1.6817248459958931,1.4353182751540041,0.8501026694045175,0.41683778234086244,0.3080082135523614,0.1540041067761807,0.2464065708418891,0.026694045174537988,0.0,2
Ang Kamatis ni Peles,0.4450402144772118,1.9463806970509383,1.7345844504021448,1.520107238605898,0.9142091152815014,0.3646112600536193,0.2868632707774799,0.13672922252010725,0.21983914209115282,0.024128686327077747,0.0,2
Ang Madyik Silya Ni Titoy,0.4288354898336414,2.053604436229205,1.7079482439926064,1.4103512014787432,0.833641404805915,0.33826247689463956,0.2532347504621072,0.10905730129390019,0.22920517560073936,0.018484288354898338,0.0,2
Ang Mahiyaing Manok,0.5236842105263158,2.2605263157894737,1.805263157894737,1.7026315789473685,0.9710526315789474,0.47368421052631576,0.33157894736842103,0.22105263157894736,0.2894736842105263,0.039473684210526314,0.002631578947368421,2
Ang Makapangyarihang Kyutiks ni Mama.fil,0.4722792607802875,1.946611909650924,1.702258726899384,1.462012320328542,0.8870636550308009,0.3798767967145791,0.2874743326488706,0.1293634496919918,0.21560574948665298,0.022587268993839837,0.0,2
Ang Pag-itim ng Uwak.fil,0.38961038961038963,2.0,1.6904761904761905,1.5541125541125542,0.9069264069264069,0.3333333333333333,0.22727272727272727,0.11471861471861472,0.15800865800865802,0.010822510822510822,0.0,2
Ang Panganay.fil,0.48894348894348894,2.1793611793611793,1.837837837837838,1.7051597051597052,0.9459459459459459,0.3882063882063882,0.29484029484029484,0.14987714987714987,0.21867321867321868,0.0171990171990172,0.002457002457002457,2
Ang Tikbalang Kung Kabilugan ng Buwan,0.6507936507936508,2.0317460317460316,1.746031746031746,1.6349206349206349,1.007936507936508,0.5714285714285714,0.4126984126984127,0.24603174603174602,0.29365079365079366,0.11904761904761904,0.007936507936507936,2
Anim na Daliri.fil,0.3933333333333333,1.8333333333333333,1.48,1.44,0.8133333333333334,0.34,0.22666666666666666,0.08,0.13333333333333333,0.02,0.0,2
Apolakus!,0.48081841432225064,2.0319693094629154,1.7864450127877238,1.5626598465473145,0.9245524296675192,0.41048593350383633,0.3069053708439898,0.1432225063938619,0.23529411764705882,0.023017902813299233,0.0012787723785166241,2
Asul na Araw,0.4891304347826087,1.934782608695652,1.5960144927536233,1.5072463768115942,0.8260869565217391,0.39311594202898553,0.28442028985507245,0.1539855072463768,0.20108695652173914,0.041666666666666664,0.0018115942028985507,2
Bakit Matagal ang Sundo Ko,0.44651162790697674,1.9523255813953488,1.6569767441860466,1.377906976744186,0.8116279069767441,0.3546511627906977,0.26395348837209304,0.12325581395348838,0.22790697674418606,0.026744186046511628,0.0034883720930232558,2
Bertdey ni Dyisus Bukas.fil,0.52,1.86,1.64,1.4914285714285713,0.9285714285714286,0.3942857142857143,0.2857142857142857,0.21428571428571427,0.30857142857142855,0.04857142857142857,0.011428571428571429,2
Bilog na Itlog,0.4078014184397163,1.9893617021276595,1.7553191489361701,1.5957446808510638,0.8971631205673759,0.3262411347517731,0.2624113475177305,0.10283687943262411,0.16312056737588654,0.0035460992907801418,0.0,2
Boy with No Face.fil,0.5636363636363636,1.9636363636363636,1.7363636363636363,1.4727272727272727,0.9090909090909091,0.43636363636363634,0.32727272727272727,0.18181818181818182,0.2909090909090909,0.03636363636363636,0.0,2
Bru-ha-ha-ha-ha-ha... Bru-hi-hi-hi-hi-hi,0.5031315240083507,2.198329853862213,1.9937369519832986,1.7139874739039667,1.0125260960334028,0.3695198329853862,0.27139874739039666,0.16910229645093947,0.25052192066805845,0.025052192066805846,0.006263048016701462,2
Chenelyn Chenelyn!,0.560067681895093,2.0,1.7461928934010151,1.5262267343485618,0.883248730964467,0.45854483925549916,0.3350253807106599,0.20473773265651438,0.30287648054145516,0.03553299492385787,0.005076142131979695,2
Dalawang Dagang Bulag,0.5569620253164557,2.3417721518987342,2.189873417721519,2.1265822784810124,1.3417721518987342,0.5316455696202531,0.45569620253164556,0.12658227848101267,0.13924050632911392,0.012658227848101266,0.0,2
Disko sa Kanto.fil,0.6859504132231405,2.115702479338843,1.7685950413223142,1.6363636363636365,0.9752066115702479,0.6115702479338843,0.4214876033057851,0.2396694214876033,0.4132231404958678,0.0743801652892562,0.008264462809917356,2
Dragong Pula.fil,0.5229508196721312,1.977049180327869,1.719672131147541,1.5327868852459017,0.8311475409836065,0.38688524590163936,0.24098360655737705,0.14754098360655737,0.2180327868852459,0.03278688524590164,0.0,2
EDSA,0.7976190476190477,2.357142857142857,2.107142857142857,1.9642857142857142,1.1666666666666667,0.7261904761904762,0.5595238095238095,0.3333333333333333,0.42857142857142855,0.10714285714285714,0.011904761904761904,2
Gamugamo sa Poste.fil,0.48951048951048953,2.0332167832167833,1.805944055944056,1.583916083916084,0.9842657342657343,0.4160839160839161,0.3129370629370629,0.1993006993006993,0.26223776223776224,0.022727272727272728,0.0,2
Gustong Mag-aral ni Sula,0.3917525773195876,1.993127147766323,1.7353951890034365,1.4982817869415808,0.8711340206185567,0.3247422680412371,0.24398625429553264,0.08762886597938144,0.12886597938144329,0.015463917525773196,0.0,2
Handa Ako inside pages,0.5436132865244396,2.0486092357547934,1.7329192546583851,1.6024844720496894,0.9235754793410748,0.4353227113151499,0.3048879287064542,0.1822846340804753,0.28166351606805295,0.052660005401026194,0.006481231433972455,2
How Long Till September,0.49480249480249483,1.9927234927234927,1.7266112266112266,1.5062370062370063,0.8846153846153846,0.3898128898128898,0.2796257796257796,0.14864864864864866,0.24532224532224534,0.036382536382536385,0.008316008316008316,2
Istorya ni Dodong.fil,0.47566718995290425,1.989010989010989,1.6216640502354789,1.469387755102041,0.8351648351648352,0.3956043956043956,0.3092621664050236,0.16012558869701726,0.2370486656200942,0.03453689167974882,0.0015698587127158557,2
Klasmeyt.fil,0.48578199052132703,1.9928909952606635,1.7630331753554502,1.4834123222748816,0.8909952606635071,0.3909952606635071,0.2725118483412322,0.17535545023696683,0.26540284360189575,0.04028436018957346,0.004739336492890996,2
Mabuhay ang Filipinas!.fil,0.5516129032258065,2.3,1.9516129032258065,1.7483870967741935,0.967741935483871,0.44193548387096776,0.2806451612903226,0.17419354838709677,0.29354838709677417,0.04838709677419355,0.00967741935483871,2
Makinang Makinang,0.4213197969543147,1.948223350253807,1.6893401015228426,1.4741116751269034,0.8314720812182741,0.33705583756345175,0.2548223350253807,0.09847715736040609,0.14923857868020304,0.023350253807106598,0.008121827411167513,2
May Higante sa Aming Bahay,0.46410891089108913,2.01980198019802,1.761138613861386,1.5705445544554455,0.905940594059406,0.3873762376237624,0.3094059405940594,0.13613861386138615,0.2141089108910891,0.028465346534653466,0.0024752475247524753,2
May mga Bulaklak.fil,0.504,1.936,1.744,1.536,0.96,0.352,0.272,0.232,0.384,0.04,0.0,2
May Pera sa Basura.fil,0.5319148936170213,1.9680851063829787,1.6648936170212767,1.648936170212766,0.9521276595744681,0.4787234042553192,0.3670212765957447,0.13829787234042554,0.2074468085106383,0.0425531914893617,0.0,2
May Tatlong Palaka,0.4057971014492754,2.0869565217391304,1.9855072463768115,1.8115942028985508,1.1304347826086956,0.34057971014492755,0.2391304347826087,0.16666666666666666,0.21739130434782608,0.07971014492753623,0.007246376811594203,2
Munting Ningas-apoy.fil,0.5527831094049904,2.0882917466410746,1.8656429942418427,1.6852207293666026,1.053742802303263,0.472168905950096,0.3531669865642994,0.22840690978886757,0.31285988483685223,0.0671785028790787,0.003838771593090211,2
Munting Patak-Ulan,0.42613636363636365,2.007575757575758,1.7613636363636365,1.5340909090909092,0.9356060606060606,0.32007575757575757,0.2215909090909091,0.10795454545454546,0.19128787878787878,0.06060606060606061,0.0,2
Munting Sinag-araw.fil,0.4912891986062718,1.975609756097561,1.759581881533101,1.5540069686411149,0.9477351916376306,0.41114982578397213,0.2578397212543554,0.15331010452961671,0.21951219512195122,0.07665505226480836,0.0,2
Nang Magkakulay ang Nayon,0.46851385390428213,1.9823677581863979,1.6801007556675063,1.5717884130982367,0.8790931989924433,0.34760705289672544,0.2216624685138539,0.11586901763224182,0.20151133501259447,0.022670025188916875,0.0,2
Nasaan si Kuya Emil.fil,0.4491114701130856,2.038772213247173,1.7786752827140548,1.5169628432956381,0.9434571890145396,0.39095315024232635,0.2956381260096931,0.14539579967689822,0.21647819063004847,0.030694668820678513,0.004846526655896607,2
Nawawala si Muningning,0.5365853658536586,2.024390243902439,1.7658536585365854,1.6829268292682926,1.0390243902439025,0.4682926829268293,0.3804878048780488,0.23414634146341465,0.28292682926829266,0.04878048780487805,0.004878048780487805,2
Nemo Ang Batang Papel_Fil_Eng,0.4939759036144578,2.1244979919678717,1.9136546184738956,1.6144578313253013,0.9779116465863453,0.42369477911646586,0.3192771084337349,0.13654618473895583,0.23293172690763053,0.02610441767068273,0.002008032128514056,2
Noong Unang Panahon,0.4120603015075377,1.9610552763819096,1.629396984924623,1.471105527638191,0.7889447236180904,0.31532663316582915,0.1922110552763819,0.09296482412060302,0.15452261306532664,0.013819095477386936,0.0,2
Papel de Liha,0.3469721767594108,1.8772504091653028,1.65139116202946,1.4238952536824878,0.8772504091653028,0.3158756137479542,0.23404255319148937,0.14402618657937807,0.20130932896890344,0.031096563011456628,0.0,2
Parisukat.fil,0.3153846153846154,2.2153846153846155,2.0153846153846153,1.7615384615384615,1.0153846153846153,0.25384615384615383,0.2,0.09230769230769231,0.18461538461538463,0.038461538461538464,0.007692307692307693,2
Patrolman Ngiyaw.fil,0.6285714285714286,2.0714285714285716,1.861904761904762,1.6857142857142857,1.019047619047619,0.5238095238095238,0.37142857142857144,0.26666666666666666,0.42857142857142855,0.08095238095238096,0.004761904761904762,2
Roberto Santos Caracaromata.fil,0.6666666666666666,2.173202614379085,1.911764705882353,1.7679738562091503,1.0686274509803921,0.5980392156862745,0.48366013071895425,0.24836601307189543,0.39869281045751637,0.10130718954248366,0.0032679738562091504,2
Sampung Magkakaibigan,0.38716356107660455,1.9648033126293996,1.7391304347826086,1.300207039337474,0.8343685300207039,0.3498964803312629,0.2629399585921325,0.12422360248447205,0.2277432712215321,0.014492753623188406,0.004140786749482402,2
Si Busol at ang mga Ibaloy.fil,0.45121951219512196,1.954268292682927,1.670731707317073,1.5914634146341464,0.8932926829268293,0.3384146341463415,0.23780487804878048,0.10670731707317073,0.20426829268292682,0.018292682926829267,0.0,2
Si Dilat si Kindat si Kurap si Pikit.fil,0.6284916201117319,1.5558659217877095,1.335195530726257,1.4022346368715084,0.8770949720670391,0.5865921787709497,0.4664804469273743,0.08379888268156424,0.1005586592178771,0.04189944134078212,0.002793296089385475,2
Si Dindo Pundido,0.46858168761220825,2.0107719928186714,1.7971274685816876,1.5655296229802513,0.9515260323159784,0.414721723518851,0.3123877917414722,0.13464991023339318,0.22800718132854578,0.03770197486535009,0.0,2
Si Emang Engkantada at ang Tatlong Haragan,0.4298056155507559,1.9114470842332614,1.6781857451403888,1.451403887688985,0.9049676025917927,0.3650107991360691,0.2526997840172786,0.14038876889848811,0.20734341252699784,0.06263498920086392,0.0,2
Si Hugo hunyango,0.46703296703296704,1.9313186813186813,1.728021978021978,1.4862637362637363,0.8928571428571429,0.36538461538461536,0.25,0.11263736263736264,0.20054945054945056,0.04120879120879121,0.0,2
Si Langgam at si Tipaklong,0.484375,2.09375,1.821875,1.71875,0.996875,0.446875,0.33125,0.1875,0.25,0.05,0.003125,2
Si Lola Apura at si Lolo Un Momento,0.32712215320910976,2.0766045548654244,1.7784679089026916,1.5320910973084887,0.8840579710144928,0.2939958592132505,0.2360248447204969,0.11387163561076605,0.16977225672877846,0.010351966873706004,0.0,2
Si Makisig.fil,0.4474885844748858,2.1004566210045663,1.91324200913242,1.643835616438356,0.9885844748858448,0.363013698630137,0.2694063926940639,0.11643835616438356,0.19406392694063926,0.02511415525114155,0.0,2
Si Monica Dalosdalos.fil,0.40229885057471265,2.1091954022988504,1.8908045977011494,1.7528735632183907,0.9942528735632183,0.3620689655172414,0.21264367816091953,0.1206896551724138,0.13218390804597702,0.040229885057471264,0.0,2
Si Pagong at Si Matsing,0.4601018675721562,1.903225806451613,1.6740237691001698,1.4431239388794568,0.865874363327674,0.42105263157894735,0.30390492359932086,0.13242784380305603,0.1697792869269949,0.06791171477079797,0.0,2
si Pilandok at ang Manok na Nangingitlog ng ginto.fil,0.46608695652173915,1.9443478260869564,1.6782608695652175,1.5182608695652173,0.8486956521739131,0.3634782608695652,0.22956521739130434,0.13391304347826086,0.22782608695652173,0.02608695652173913,0.0,2
Si Pilandok at ang mga Buwaya,0.4666666666666667,2.0434782608695654,1.817391304347826,1.5884057971014494,0.9420289855072463,0.3855072463768116,0.30579710144927535,0.12608695652173912,0.21159420289855072,0.02463768115942029,0.0,2
Si Pilandok at ang Sakim na Datu.fil,0.5391566265060241,1.9457831325301205,1.7108433734939759,1.5,0.9096385542168675,0.43373493975903615,0.2921686746987952,0.13253012048192772,0.24397590361445784,0.045180722891566265,0.0,2
Si Pilandok sa Kaharian sa Dagat,0.4582651391162029,1.9852700490998363,1.762684124386252,1.4975450081833062,0.8985270049099836,0.3617021276595745,0.27495908346972175,0.13584288052373159,0.23567921440261866,0.02618657937806874,0.0,2
Si Pilandok sa Pulo ng Pawikan,0.5912052117263844,2.004885993485342,1.762214983713355,1.6140065146579805,0.9560260586319218,0.4609120521172638,0.31596091205211724,0.20684039087947884,0.32247557003257327,0.016286644951140065,0.0,2
Si Pilandok ang Bantay ng Kalikasan,0.4628099173553719,1.9917355371900827,1.78099173553719,1.5805785123966942,0.9152892561983471,0.384297520661157,0.2892561983471074,0.18801652892561985,0.23140495867768596,0.014462809917355372,0.0,2
Si Putot,0.5,1.9242424242424243,1.6666666666666667,1.4595959595959596,0.8737373737373737,0.43434343434343436,0.2828282828282828,0.18181818181818182,0.23737373737373738,0.015151515151515152,0.0,2
Si Tembong Mandarambong.fil,0.5,1.9710982658959537,1.7369942196531791,1.4826589595375723,0.8872832369942196,0.430635838150289,0.3063583815028902,0.13005780346820808,0.2254335260115607,0.06358381502890173,0.005780346820809248,2
Sundalong Patpat.fil,0.5822306238185255,2.0396975425330814,1.7826086956521738,1.7410207939508506,1.0151228733459357,0.48582230623818523,0.3837429111531191,0.19848771266540643,0.24763705103969755,0.026465028355387523,0.0,2
Target Odon.fil,0.3916256157635468,2.0320197044334973,1.7660098522167487,1.5738916256157636,0.874384236453202,0.3251231527093596,0.2438423645320197,0.1354679802955665,0.19950738916256158,0.027093596059113302,0.0024630541871921183,2
Tatsulok.fil,0.7230769230769231,2.0153846153846153,1.7846153846153847,1.6153846153846154,1.0153846153846153,0.5692307692307692,0.4,0.2153846153846154,0.35384615384615387,0.07692307692307693,0.0,2
There_s a Snake in the House.fil,0.41911764705882354,2.139705882352941,1.8676470588235294,1.7647058823529411,1.0294117647058822,0.36764705882352944,0.2426470588235294,0.14705882352941177,0.21323529411764705,0.029411764705882353,0.0,2
TIGER ON THE WALL.fil,0.3932291666666667,2.0208333333333335,1.7786458333333333,1.4765625,0.8723958333333334,0.3229166666666667,0.25,0.125,0.2265625,0.020833333333333332,0.0026041666666666665,2
Tiger on the Wall,0.402088772845953,2.0156657963446474,1.7702349869451697,1.475195822454308,0.8720626631853786,0.3263707571801567,0.2506527415143603,0.12532637075718014,0.23237597911227154,0.02349869451697128,0.0026109660574412533,2
Tiktaktok at Pikpakbum,0.5117845117845118,2.0774410774410774,1.8855218855218856,1.5993265993265993,1.0942760942760943,0.4882154882154882,0.32996632996632996,0.1750841750841751,0.3468013468013468,0.11447811447811448,0.003367003367003367,2
Tubig!.fil,0.46529968454258674,2.0678233438485805,1.7933753943217665,1.7318611987381702,1.003154574132492,0.4022082018927445,0.28391167192429023,0.17823343848580442,0.22870662460567823,0.03785488958990536,0.00473186119873817,2
Alamat ng Dilis.fil,0.473568281938326,2.0748898678414096,1.8149779735682818,1.748898678414097,1.02863436123348,0.40969162995594716,0.29955947136563876,0.18722466960352424,0.2356828193832599,0.037444933920704845,0.0022026431718061676,3
Alamat ng Ilang-Ilang.fil,0.5272727272727272,1.9669421487603307,1.6892561983471075,1.5851239669421489,0.9090909090909091,0.43636363636363634,0.32727272727272727,0.15867768595041323,0.20991735537190082,0.04132231404958678,0.0,3
Alamat ng Lansones,0.5282331511839709,2.034608378870674,1.7486338797814207,1.5828779599271403,0.912568306010929,0.40437158469945356,0.2768670309653916,0.14207650273224043,0.23679417122040072,0.018214936247723135,0.0,3
Ang Handog ni Alim.fil,0.5602716468590832,2.0152801358234296,1.6943972835314092,1.6434634974533107,0.9490662139219015,0.4940577249575552,0.33446519524617996,0.22241086587436332,0.2733446519524618,0.044142614601018676,0.003395585738539898,3
Ang Kastilyo ni Angalo.fil,0.49806201550387597,1.939922480620155,1.6627906976744187,1.4554263565891472,0.8662790697674418,0.4166666666666667,0.26744186046511625,0.18023255813953487,0.24612403100775193,0.03488372093023256,0.0,3
Ang Pag-ibig ni Mariang Makiling.fil,0.47440273037542663,2.121160409556314,1.8771331058020477,1.6109215017064846,0.9726962457337884,0.3856655290102389,0.2696245733788396,0.12627986348122866,0.21843003412969283,0.03754266211604096,0.0,3
Ang Pambihirang Buhok ni Raquel,0.4331288343558282,2.0552147239263805,1.7914110429447854,1.5717791411042945,0.9312883435582822,0.37300613496932516,0.28588957055214725,0.13374233128834356,0.2085889570552147,0.012269938650306749,0.001226993865030675,3
Ang Pambihirang Sombrero,0.45081967213114754,1.9316939890710383,1.674863387978142,1.273224043715847,0.8142076502732241,0.37158469945355194,0.31420765027322406,0.1366120218579235,0.21311475409836064,0.01912568306010929,0.0,3
Ang Prinsipeng Ayaw Magsalita.fil,0.6348314606741573,2.0325842696629213,1.7235955056179775,1.6101123595505618,0.952808988764045,0.5168539325842697,0.35280898876404493,0.21348314606741572,0.3438202247191011,0.06853932584269663,0.0,3
Ano ang nasa Loob ng Eroplano inside pages,0.6714859437751004,2.1060240963855423,1.7863453815261043,1.6674698795180722,0.97429718875502,0.5164658634538153,0.37670682730923694,0.2289156626506024,0.35582329317269074,0.04899598393574297,0.00321285140562249,3
Ano ang nasa Loob ng Sasakyang Pangkalawakan inside pages,0.6794979079497908,2.186610878661088,1.8543933054393305,1.7497907949790794,1.0175732217573221,0.5615062761506276,0.37656903765690375,0.27615062761506276,0.3732217573221757,0.07112970711297072,0.0100418410041841,3
Ano ang nasa Loob ng Tren inside pages,0.6708286038592508,2.068104426787741,1.7809307604994324,1.601589103291714,0.9625425652667423,0.4960272417707151,0.35754824063564133,0.22360953461975028,0.39160045402951194,0.08172531214528944,0.01362088535754824,3
Anong Gupit natin ngayon ,0.4322820037105751,1.981447124304267,1.7087198515769944,1.4471243042671613,0.8589981447124304,0.36178107606679033,0.26159554730983303,0.13358070500927643,0.20964749536178107,0.03525046382189239,0.0,3
Bakawan,0.43489254108723135,2.011378002528445,1.8027812895069533,1.552465233881163,0.9140328697850821,0.3299620733249052,0.2553729456384324,0.11630847029077118,0.20733249051833122,0.01390644753476612,0.0,3
Bantugan.fil,0.5708029197080292,2.1854014598540146,1.9284671532846716,1.7605839416058393,1.0423357664233577,0.47883211678832116,0.3416058394160584,0.21897810218978103,0.2905109489051095,0.058394160583941604,0.00583941605839416,3
